Date_Time,variable,value
8/8/2023 2:31,MA1,26
8/8/2023 3:01,MA1,25.875
8/8/2023 3:31,MA1,26
8/8/2023 4:01,MA1,25.875
8/8/2023 4:31,MA1,25.875
8/8/2023 5:01,MA1,25.875
8/8/2023 5:31,MA1,25.875
8/8/2023 6:01,MA1,25.875
8/8/2023 6:31,MA1,25.875
8/8/2023 7:01,MA1,25.875
8/8/2023 7:31,MA1,26.125
8/8/2023 8:01,MA1,26.25
8/8/2023 8:31,MA1,26.25
8/8/2023 9:01,MA1,26.5
8/8/2023 9:31,MA1,26.625
8/8/2023 10:01,MA1,26.875
8/8/2023 10:31,MA1,27.125
