Frag ID,Timepoint,Date,Treatment,Temperature,T-T,Weight,Temp,Salinity
M-6-10,3,10/6/2023,I,HEAT,I-HEAT,NA,NA,NA
M-6-11,3,10/6/2023,G,AMB,G-AMB,9.4,27.1,52.9
M-6-12,3,10/6/2023,G,AMB,G-AMB,11.308,27.1,52.9
M-6-15,3,10/6/2023,G,HEAT,G-HEAT,NA,NA,NA
M-6-16,3,10/6/2023,E,AMB,E-AMB,9.639,24.3,53.3
M-6-17,3,10/6/2023,E,AMB,E-AMB,11.188,24.3,53.3
M-6-2,3,10/6/2023,C,AMB,C-AMB,10.572,25.9,52.9
M-6-20,3,10/6/2023,E,HEAT,E-HEAT,9.764,26.3,53
M-6-22,3,10/6/2023,C,HEAT,C-HEAT,NA,NA,NA
M-6-23,3,10/6/2023,I,HEAT,I-HEAT,10.228,25.7,53.2
M-6-24,3,10/6/2023,G,HEAT,G-HEAT,NA,NA,NA
M-6-25,3,10/6/2023,E,HEAT,E-HEAT,10.289,26.3,53
M-6-5,3,10/6/2023,C,HEAT,C-HEAT,NA,NA,NA
M-6-6,3,10/6/2023,I,AMB,I-AMB,10.533,27.1,52.9
M-6-7,3,10/6/2023,I,AMB,I-AMB,10.699,27.1,52.9
M-7-1,3,10/6/2023,C,AMB,C-AMB,8.861,24.3,53.3
M-7-10,3,10/6/2023,I,HEAT,I-HEAT,10.709,25.7,53.2
M-7-11,3,10/6/2023,G,AMB,G-AMB,10.382,24.3,53.3
M-7-12,3,10/6/2023,G,AMB,G-AMB,11.513,24.3,53.3
M-7-15,3,10/6/2023,G,HEAT,G-HEAT,NA,NA,NA
M-7-16,3,10/6/2023,E,AMB,E-AMB,8.89,27.1,52.9
M-7-17,3,10/6/2023,E,AMB,E-AMB,10.237,27.1,52.9
M-7-2,3,10/6/2023,C,AMB,C-AMB,8.596,24.3,53.3
M-7-20,3,10/6/2023,E,HEAT,E-HEAT,10.529,25.7,53.2
M-7-22,3,10/6/2023,C,HEAT,C-HEAT,9.717,26.3,53
M-7-23,3,10/6/2023,I,HEAT,I-HEAT,NA,NA,NA
M-7-24,3,10/6/2023,G,HEAT,G-HEAT,NA,NA,NA
M-7-25,3,10/6/2023,E,HEAT,E-HEAT,9.206,25.7,53.2
M-7-5,3,10/6/2023,C,HEAT,C-HEAT,10.871,26.3,53
M-7-6,3,10/6/2023,I,AMB,I-AMB,9.943,27.1,52.9
M-7-7,3,10/6/2023,I,AMB,I-AMB,9.074,27.1,52.9
M-8-1,3,10/6/2023,C,AMB,C-AMB,11.097,24.3,53.3
M-8-10,3,10/6/2023,I,HEAT,I-HEAT,11.5,25.7,53.2
M-8-11,3,10/6/2023,G,AMB,G-AMB,11.642,24.3,53.3
M-8-12,3,10/6/2023,G,AMB,G-AMB,11.1,24.3,53.3
M-8-15,3,10/6/2023,G,HEAT,G-HEAT,13.387,26.3,53
M-8-16,3,10/6/2023,E,AMB,E-AMB,18.507,27.1,52.9
M-8-17,3,10/6/2023,E,AMB,E-AMB,10.611,27.1,52.9
M-8-2,3,10/6/2023,C,AMB,C-AMB,9.722,25.7,53.2
M-8-20,3,10/6/2023,E,HEAT,E-HEAT,9.756,25.7,53.2
M-8-22,3,10/6/2023,C,HEAT,C-HEAT,9.942,26.3,53
M-8-23,3,10/6/2023,I,HEAT,I-HEAT,10.056,25.7,53.2
M-8-24,3,10/6/2023,G,HEAT,G-HEAT,9.427,26.3,53
M-8-25,3,10/6/2023,E,HEAT,E-HEAT,11.383,25.7,53.2
M-8-5,3,10/6/2023,C,HEAT,C-HEAT,10.975,26.3,53
M-8-6,3,10/6/2023,I,AMB,I-AMB,11.255,27.1,52.9
M-8-7,3,10/6/2023,I,AMB,I-AMB,12.798,27.1,52.9
M-9-1,3,10/6/2023,C,AMB,C-AMB,9.764,24.3,53.3
M-9-10,3,10/6/2023,I,HEAT,I-HEAT,8.298,25.7,53.2
M-9-11,3,10/6/2023,G,AMB,G-AMB,7.781,24.3,53.3
M-9-12,3,10/6/2023,G,AMB,G-AMB,9.854,24.3,53.3
M-9-15,3,10/6/2023,G,HEAT,G-HEAT,7.503,26.3,53
M-9-16,3,10/6/2023,E,AMB,E-AMB,10.155,27.1,52.9
M-9-17,3,10/6/2023,E,AMB,E-AMB,10.545,27.1,52.9
M-9-2,3,10/6/2023,C,AMB,C-AMB,9.457,24.3,53.3
M-9-20,3,10/6/2023,E,HEAT,E-HEAT,10.939,25.7,53.2
M-9-22,3,10/6/2023,C,HEAT,C-HEAT,10.631,26.3,53
M-9-23,3,10/6/2023,I,HEAT,I-HEAT,9.947,25.7,53.2
M-9-24,3,10/6/2023,G,HEAT,G-HEAT,11.17,26.3,53
M-9-25,3,10/6/2023,E,HEAT,E-HEAT,11.514,25.7,53.2
M-9-5,3,10/6/2023,C,HEAT,C-HEAT,10.378,26.3,53
M-9-6,3,10/6/2023,I,AMB,I-AMB,11.592,27.1,52.9
M-9-7,3,10/6/2023,I,AMB,I-AMB,9.174,27.1,52.9
plug 1,3,10/6/2023,PLUG,NA,PLUG-NA,5.835,26,53.1
plug 10,3,10/6/2023,PLUG,NA,PLUG-NA,6.079,26,53.1
plug 2,3,10/6/2023,PLUG,NA,PLUG-NA,6.026,26,53.1
plug 3,3,10/6/2023,PLUG,NA,PLUG-NA,5.795,26,53.1
plug 4,3,10/6/2023,PLUG,NA,PLUG-NA,5.986,26,53.1
plug 5,3,10/6/2023,PLUG,NA,PLUG-NA,5.945,26,53.1
plug 6,3,10/6/2023,PLUG,NA,PLUG-NA,5.505,26,53.1
plug 7,3,10/6/2023,PLUG,NA,PLUG-NA,5.839,26,53.1
plug 8,3,10/6/2023,PLUG,NA,PLUG-NA,6.228,26,53.1
plug 9,3,10/6/2023,PLUG,NA,PLUG-NA,6.338,26,53.1
std 1,3,10/6/2023,STD.1,NA,STD.1-NA,9.836,27.1,52.9
std 1,3,10/6/2023,STD.2,NA,STD.2-NA,9.896,26,53.1
std 2,3,10/6/2023,STD.1,NA,STD.1-NA,9.748,27.1,52.9
std 2,3,10/6/2023,STD.2,NA,STD.2-NA,9.786,26,53.1
std 3,3,10/6/2023,STD.1,NA,STD.1-NA,9.809,27.1,52.9
std 3,3,10/6/2023,STD.2,NA,STD.2-NA,9.87,26,53.1
