Frag ID,Timepoint,Date,Treatment,Temperature,T-T,Weight,Temp,Salinity
P-8-24,3,10/8/2023,G,HEAT,G-HEAT,12.74,26.8,52.9
P-8-25,3,10/8/2023,E,HEAT,E-HEAT,11.945,26.8,52.9
P-8-7,3,10/8/2023,I,AMB,I-AMB,11.99,26.8,52.9
P-9-12,3,10/8/2023,G,AMB,G-AMB,15.655,26.8,52.9
P-9-15,3,10/8/2023,G,HEAT,G-HEAT,NA,NA,NA
P-9-17,3,10/8/2023,E,AMB,E-AMB,9.419,26.4,53.5
P-9-2,3,10/8/2023,C,AMB,C-AMB,10.949,26.8,52.9
P-9-22,3,10/8/2023,C,HEAT,C-HEAT,9.554,26.8,52.9
P-9-23,3,10/8/2023,I,HEAT,I-HEAT,NA,NA,NA
P-9-24,3,10/8/2023,G,HEAT,G-HEAT,NA,NA,NA
P-9-25,3,10/8/2023,E,HEAT,E-HEAT,10.804,26.8,52.9
P-9-7,3,10/8/2023,I,AMB,I-AMB,10.908,26.8,52.9
plug 1,3,10/8/2023,PLUG,NA,PLUG-NA,5.929,26.5,52.9
plug 2,3,10/8/2023,PLUG,NA,PLUG-NA,5.615,26.5,52.9
plug 3,3,10/8/2023,PLUG,NA,PLUG-NA,6.217,26.5,52.9
plug 4,3,10/8/2023,PLUG,NA,PLUG-NA,6.082,26.5,52.9
plug 5,3,10/8/2023,PLUG,NA,PLUG-NA,5.968,26.5,52.9
plug 6,3,10/8/2023,PLUG,NA,PLUG-NA,6.146,26.5,52.9
plug 7,3,10/8/2023,PLUG,NA,PLUG-NA,6.64,26.5,52.9
std 1,3,10/8/2023,STD.1,NA,STD.1-NA,9.895,26.4,53.5
std 1,3,10/8/2023,STD.2,NA,STD.2-NA,9.898,26.5,52.9
std 2,3,10/8/2023,STD.1,NA,STD.1-NA,9.787,26.4,53.5
std 2,3,10/8/2023,STD.2,NA,STD.2-NA,9.785,26.5,52.9
std 3,3,10/8/2023,STD.1,NA,STD.1-NA,9.869,26.4,53.5
std 3,3,10/8/2023,STD.2,NA,STD.2-NA,9.87,26.5,52.9
