"","Frag.ID","Timepoint","Date","Treatment","Temperature","T.T","Weight","Temp","Salinity","sw_dens","skel_dens","dry_weight.g"
"209","M-4-17",2,"9/14/2023","E","AMB","E-AMB",8.842,25.7,53.2,1.03694341764527,2.93,13.6853067369887
"210","M-4-2",2,"9/14/2023","C","AMB","C-AMB",9.755,25.9,53.2,1.03687680644896,2.93,15.0978816895624
"211","M-4-20",2,"9/14/2023","E","HEAT","E-HEAT",9.221,25.6,53.2,1.03697661752364,2.93,14.2721586273578
"212","M-4-22",2,"9/14/2023","C","HEAT","C-HEAT",8.351,25.8,53.1,1.03683378366202,2.93,12.9246073529298
"213","M-4-23",2,"9/14/2023","I","HEAT","I-HEAT",9.668,25.7,53.1,1.03686704165391,2.93,14.9631540009465
"214","M-4-24",2,"9/14/2023","G","HEAT","G-HEAT",8.817,25.9,53.1,1.03680045521341,2.93,13.6455821950412
"215","M-4-25",2,"9/14/2023","E","HEAT","E-HEAT",8.483,25.6,53.2,1.03697661752364,2.93,13.129890644819
"216","M-4-5",2,"9/14/2023","C","HEAT","C-HEAT",10.584,25.8,53.1,1.03683378366202,2.93,16.3805585227408
"217","M-4-6",2,"9/14/2023","I","AMB","I-AMB",10.011,25.7,53.2,1.03694341764527,2.93,15.4946398715216
"218","M-4-7",2,"9/14/2023","I","AMB","I-AMB",8.533,25.7,53.2,1.03694341764527,2.93,13.2070484490754
"219","M-5-1",2,"9/14/2023","C","AMB","C-AMB",8.793,25.9,53.2,1.03687680644896,2.93,13.608987564974
"220","M-5-10",2,"9/14/2023","I","HEAT","I-HEAT",8.539,25.7,53.1,1.03686704165391,2.93,13.2158018218952
"221","M-5-11",2,"9/14/2023","G","AMB","G-AMB",9.799,26.4,53,1.03655647448617,2.93,15.1634150230114
"222","M-5-12",2,"9/14/2023","G","AMB","G-AMB",9.266,26.4,53,1.03655647448617,2.93,14.3386267581614
"223","M-5-15",2,"9/14/2023","G","HEAT","G-HEAT",7.775,25.9,53.1,1.03680045521341,2.93,12.0329365505779
"224","M-5-16",2,"9/14/2023","E","AMB","E-AMB",8.209,25.7,53.2,1.03694341764527,2.93,12.7055737394187
"225","M-5-17",2,"9/14/2023","E","AMB","E-AMB",11.276,25.7,53.2,1.03694341764527,2.93,17.4525581052121
"226","M-5-2",2,"9/14/2023","C","AMB","C-AMB",8.919,25.9,53.2,1.03687680644896,2.93,13.8039986457413
"227","M-5-20",2,"9/14/2023","E","HEAT","E-HEAT",9.411,25.6,53.2,1.03697661752364,2.93,14.5662384602607
"228","M-5-22",2,"9/14/2023","C","HEAT","C-HEAT",8.592,25.8,53.1,1.03683378366202,2.93,13.2975962610912
"229","M-5-23",2,"9/14/2023","I","HEAT","I-HEAT",11.952,25.7,53.1,1.03686704165391,2.93,18.4980985332347
"230","M-5-24",2,"9/14/2023","G","HEAT","G-HEAT",8.517,25.9,53.1,1.03680045521341,2.93,13.1812888233147
"231","M-5-25",2,"9/14/2023","E","HEAT","E-HEAT",8.89,25.6,53.2,1.03697661752364,2.93,13.759840602669
"232","M-5-5",2,"9/14/2023","C","HEAT","C-HEAT",9.582,25.8,53.1,1.03683378366202,2.93,14.8297913610074
"233","M-5-6",2,"9/14/2023","I","AMB","I-AMB",10.042,25.7,53.2,1.03694341764527,2.93,15.5426204764579
"234","M-5-7",2,"9/14/2023","I","AMB","I-AMB",9.376,25.7,53.2,1.03694341764527,2.93,14.5118113510525
"235","M-6-1",2,"9/14/2023","C","AMB","C-AMB",9.578,25.9,53.2,1.03687680644896,2.93,14.823937552294
"236","M-6-10",2,"9/14/2023","I","HEAT","I-HEAT",10.473,25.7,53.1,1.03686704165391,2.93,16.2090517016873
"237","M-6-11",2,"9/14/2023","G","AMB","G-AMB",9.37,26.4,53,1.03655647448617,2.93,14.4995610537419
"238","M-6-12",2,"9/14/2023","G","AMB","G-AMB",11.173,26.4,53,1.03655647448617,2.93,17.2896046588536
"239","M-6-15",2,"9/14/2023","G","HEAT","G-HEAT",8.638,25.9,53.1,1.03680045521341,2.93,13.3685538165777
"240","M-6-16",2,"9/14/2023","E","AMB","E-AMB",9.501,25.7,53.2,1.03694341764527,2.93,14.7052815322472
"241","M-6-17",2,"9/14/2023","E","AMB","E-AMB",10.802,25.7,53.2,1.03694341764527,2.93,16.7189191781217
"242","M-6-2",2,"9/14/2023","C","AMB","C-AMB",10.442,25.9,53.2,1.03687680644896,2.93,16.1611563918411
"243","M-6-20",2,"9/14/2023","E","HEAT","E-HEAT",9.716,25.6,53.2,1.03697661752364,2.93,15.0383139814997
"244","M-6-22",2,"9/14/2023","C","HEAT","C-HEAT",10.538,25.8,53.1,1.03683378366202,2.93,16.3093656191083
"245","M-6-23",2,"9/14/2023","I","HEAT","I-HEAT",10.194,25.7,53.1,1.03686704165391,2.93,15.7772436786976
"246","M-6-24",2,"9/14/2023","G","HEAT","G-HEAT",13.578,25.9,53.1,1.03680045521341,2.93,21.0139180043404
"247","M-6-25",2,"9/14/2023","E","HEAT","E-HEAT",10.291,25.6,53.2,1.03697661752364,2.93,15.9282924231796
"248","M-6-5",2,"9/14/2023","C","HEAT","C-HEAT",8.792,25.8,53.1,1.03683378366202,2.93,13.6071306247106
"249","M-6-6",2,"9/14/2023","I","AMB","I-AMB",10.366,25.7,53.2,1.03694341764527,2.93,16.0440951861146
"250","M-6-7",2,"9/14/2023","I","AMB","I-AMB",10.538,25.7,53.2,1.03694341764527,2.93,16.3103101554385
"251","M-7-1",2,"9/14/2023","C","AMB","C-AMB",8.759,25.9,53.2,1.03687680644896,2.93,13.5563655273067
"252","M-7-10",2,"9/14/2023","I","HEAT","I-HEAT",10.639,25.7,53.1,1.03686704165391,2.93,16.4659697368711
"253","M-7-11",2,"9/14/2023","G","AMB","G-AMB",10.263,26.4,53,1.03655647448617,2.93,15.8814295725243
"254","M-7-12",2,"9/14/2023","G","AMB","G-AMB",11.383,26.4,53,1.03655647448617,2.93,17.6145681403142
"255","M-7-15",2,"9/14/2023","G","HEAT","G-HEAT",9.733,25.9,53.1,1.03680045521341,2.93,15.0632246233794
"256","M-7-16",2,"9/14/2023","E","AMB","E-AMB",8.813,25.7,53.2,1.03694341764527,2.93,13.6404216549516
"257","M-7-17",2,"9/14/2023","E","AMB","E-AMB",10.227,25.7,53.2,1.03694341764527,2.93,15.8289563446261
"258","M-7-2",2,"9/14/2023","C","AMB","C-AMB",8.488,25.9,53.2,1.03687680644896,2.93,13.136936932958
"259","M-7-20",2,"9/14/2023","E","HEAT","E-HEAT",10.53,25.6,53.2,1.03697661752364,2.93,16.2982138971996
"260","M-7-22",2,"9/14/2023","C","HEAT","C-HEAT",9.687,25.8,53.1,1.03683378366202,2.93,14.9922969019076
"261","M-7-23",2,"9/14/2023","I","HEAT","I-HEAT",8.537,25.7,53.1,1.03686704165391,2.93,13.2127064238809
"262","M-7-24",2,"9/14/2023","G","HEAT","G-HEAT",10.126,25.9,53.1,1.03680045521341,2.93,15.6714489403411
"263","M-7-25",2,"9/14/2023","E","HEAT","E-HEAT",9.077,25.6,53.2,1.03697661752364,2.93,14.0492770697893
"264","M-7-5",2,"9/14/2023","C","HEAT","C-HEAT",10.869,25.8,53.1,1.03683378366202,2.93,16.8216449908985
"265","M-7-6",2,"9/14/2023","I","AMB","I-AMB",9.905,25.7,53.2,1.03694341764527,2.93,15.3305771578685
"266","M-7-7",2,"9/14/2023","I","AMB","I-AMB",8.996,25.7,53.2,1.03694341764527,2.93,13.9236620002206
"267","M-8-1",2,"9/14/2023","C","AMB","C-AMB",10.855,25.9,53.2,1.03687680644896,2.93,16.8003593788005
"268","M-8-10",2,"9/14/2023","I","HEAT","I-HEAT",11.207,25.7,53.1,1.03686704165391,2.93,17.3450627729218
"269","M-8-11",2,"9/14/2023","G","AMB","G-AMB",11.344,26.4,53,1.03655647448617,2.93,17.5542177794715
"270","M-8-12",2,"9/14/2023","G","AMB","G-AMB",10.908,26.4,53,1.03655647448617,2.93,16.8795316941533
"271","M-8-15",2,"9/14/2023","G","HEAT","G-HEAT",13.12,25.9,53.1,1.03680045521341,2.93,20.3050967901713
"272","M-8-16",2,"9/14/2023","E","AMB","E-AMB",18.058,25.7,53.2,1.03694341764527,2.93,27.949476256112
"273","M-8-17",2,"9/14/2023","E","AMB","E-AMB",10.246,25.7,53.2,1.03694341764527,2.93,15.8583638121677
"274","M-8-2",2,"9/14/2023","C","AMB","C-AMB",9.573,25.9,53.2,1.03687680644896,2.93,14.8161990173429
"275","M-8-20",2,"9/14/2023","E","HEAT","E-HEAT",9.55,25.6,53.2,1.03697661752364,2.93,14.7813810748582
"276","M-8-22",2,"9/14/2023","C","HEAT","C-HEAT",9.763,25.8,53.1,1.03683378366202,2.93,15.109919960083
"277","M-8-23",2,"9/14/2023","I","HEAT","I-HEAT",9.862,25.7,53.1,1.03686704165391,2.93,15.26340760833
"278","M-8-24",2,"9/14/2023","G","HEAT","G-HEAT",9.257,25.9,53.1,1.03680045521341,2.93,14.3265458069067
"279","M-8-25",2,"9/14/2023","E","HEAT","E-HEAT",10.953,25.6,53.2,1.03697661752364,2.93,16.9529284725572
"280","M-8-5",2,"9/14/2023","C","HEAT","C-HEAT",10.777,25.8,53.1,1.03683378366202,2.93,16.6792591836336
"281","M-8-6",2,"9/14/2023","I","AMB","I-AMB",10.992,25.7,53.2,1.03694341764527,2.93,17.0129938535377
"282","M-8-7",2,"9/14/2023","I","AMB","I-AMB",12.504,25.7,53.2,1.03694341764527,2.93,19.3532091652689
"283","M-9-1",2,"9/14/2023","C","AMB","C-AMB",9.765,25.9,53.2,1.03687680644896,2.93,15.1133587594645
"284","M-9-10",2,"9/14/2023","I","HEAT","I-HEAT",8.152,25.7,53.1,1.03686704165391,2.93,12.6168423061353
"285","M-9-11",2,"9/14/2023","G","AMB","G-AMB",7.652,26.4,53,1.03655647448617,2.93,11.8410502863642
"286","M-9-12",2,"9/14/2023","G","AMB","G-AMB",9.577,26.4,53,1.03655647448617,2.93,14.819882199753
"287","M-9-15",2,"9/14/2023","G","HEAT","G-HEAT",7.412,25.9,53.1,1.03680045521341,2.93,11.4711415707889
"288","M-9-16",2,"9/14/2023","E","AMB","E-AMB",9.946,25.7,53.2,1.03694341764527,2.93,15.3940353773004
"289","M-9-17",2,"9/14/2023","E","AMB","E-AMB",10.273,25.7,53.2,1.03694341764527,2.93,15.9001533713057
"290","M-9-2",2,"9/14/2023","C","AMB","C-AMB",9.34,25.9,53.2,1.03687680644896,2.93,14.4555832886225
"291","M-9-20",2,"9/14/2023","E","HEAT","E-HEAT",10.747,25.6,53.2,1.03697661752364,2.93,16.6340840221467
"292","M-9-22",2,"9/14/2023","C","HEAT","C-HEAT",10.431,25.8,53.1,1.03683378366202,2.93,16.1437647345719
"293","M-9-23",2,"9/14/2023","I","HEAT","I-HEAT",9.749,25.7,53.1,1.03686704165391,2.93,15.0885176205242
"294","M-9-24",2,"9/14/2023","G","HEAT","G-HEAT",10.904,25.9,53.1,1.03680045521341,2.93,16.8755164176851
"295","M-9-25",2,"9/14/2023","E","HEAT","E-HEAT",11.26,25.6,53.2,1.03697661752364,2.93,17.4280995709846
"296","M-9-5",2,"9/14/2023","C","HEAT","C-HEAT",10.168,25.8,53.1,1.03683378366202,2.93,15.7367270464124
"297","M-9-6",2,"9/14/2023","I","AMB","I-AMB",11.351,25.7,53.2,1.03694341764527,2.93,17.5686402139289
"298","M-9-7",2,"9/14/2023","I","AMB","I-AMB",9.043,25.7,53.2,1.03694341764527,2.93,13.9964067883498
"299","plug 1",2,"9/14/2023","PLUG",NA,"PLUG-NA",5.217,25.6,53.2,1.03697661752364,2.93,8.07481309607696
"300","plug 10",2,"9/14/2023","PLUG",NA,"PLUG-NA",5.903,25.6,53.2,1.03697661752364,2.93,9.13659607171599
"301","plug 2",2,"9/14/2023","PLUG",NA,"PLUG-NA",5.367,25.6,53.2,1.03697661752364,2.93,8.30698138521086
"302","plug 3",2,"9/14/2023","PLUG",NA,"PLUG-NA",6.035,25.6,53.2,1.03697661752364,2.93,9.34090416615382
"303","plug 4",2,"9/14/2023","PLUG",NA,"PLUG-NA",5.83,25.6,53.2,1.03697661752364,2.93,9.02360750433749
"304","plug 5",2,"9/14/2023","PLUG",NA,"PLUG-NA",5.992,25.6,53.2,1.03697661752364,2.93,9.2743492566021
"305","plug 6",2,"9/14/2023","PLUG",NA,"PLUG-NA",5.78,25.6,53.2,1.03697661752364,2.93,8.94621807462619
"306","plug 7",2,"9/14/2023","PLUG",NA,"PLUG-NA",5.669,25.6,53.2,1.03697661752364,2.93,8.77441354066711
"307","plug 8",2,"9/14/2023","PLUG",NA,"PLUG-NA",5.791,25.6,53.2,1.03697661752364,2.93,8.96324374916268
"308","plug 9",2,"9/14/2023","PLUG",NA,"PLUG-NA",5.839,25.6,53.2,1.03697661752364,2.93,9.03753760168553
"309","M-1-1",3,"10/6/2023","C","AMB","C-AMB",10.036,24.3,53.3,1.03747832037984,2.93,15.5377242525971
"310","M-1-10",3,"10/6/2023","I","HEAT","I-HEAT",8.684,25.7,53.2,1.03694341764527,2.93,13.4407604279586
"311","M-1-11",3,"10/6/2023","G","AMB","G-AMB",10.121,27.1,52.9,1.0362426538962,2.93,15.6590970120913
"312","M-1-12",3,"10/6/2023","G","AMB","G-AMB",9.406,27.1,52.9,1.0362426538962,2.93,14.5528570789182
"313","M-1-15",3,"10/6/2023","G","HEAT","G-HEAT",9.165,25.7,53.2,1.03694341764527,2.93,14.1852336851959
"314","M-1-16",3,"10/6/2023","E","AMB","E-AMB",11.389,25.9,52.9,1.03664776880249,2.93,17.6247026042768
"315","M-1-17",3,"10/6/2023","E","AMB","E-AMB",9.045,25.9,52.9,1.03664776880249,2.93,13.9973162749744
"316","M-1-2",3,"10/6/2023","C","AMB","C-AMB",9.108,24.3,53.3,1.03747832037984,2.93,14.1009956648719
"317","M-1-20",3,"10/6/2023","E","HEAT","E-HEAT",8.901,26.3,53,1.03659014176752,2.93,13.7740541946612
"318","M-1-22",3,"10/6/2023","C","HEAT","C-HEAT",8.714,26.3,53,1.03659014176752,2.93,13.4846768062328
"319","M-1-23",3,"10/6/2023","I","HEAT","I-HEAT",8.414,25.7,53.2,1.03694341764527,2.93,13.0228648365781
"320","M-1-24",3,"10/6/2023","G","HEAT","G-HEAT",7.59,25.7,53.2,1.03694341764527,2.93,11.7475094021426
"321","M-1-25",3,"10/6/2023","E","HEAT","E-HEAT",9.116,26.3,53,1.03659014176752,2.93,14.1067608177207
"322","M-1-5",3,"10/6/2023","C","HEAT","C-HEAT",10.5,26.3,53,1.03659014176752,2.93,16.2484629866243
"323","M-1-6",3,"10/6/2023","I","AMB","I-AMB",9.046,27.1,52.9,1.0362426538962,2.93,13.9958691405373
"324","M-1-7",3,"10/6/2023","I","AMB","I-AMB",8.982,27.1,52.9,1.0362426538962,2.93,13.8968490626029
"325","M-2-1",3,"10/6/2023","C","AMB","C-AMB",9.891,24.3,53.3,1.03747832037984,2.93,15.3132354107651
"326","M-2-10",3,"10/6/2023","I","HEAT","I-HEAT",9.797,25.7,53.2,1.03694341764527,2.93,15.1634189213163
"327","M-2-11",3,"10/6/2023","G","AMB","G-AMB",10.051,27.1,52.9,1.0362426538962,2.93,15.5507938018506
"328","M-2-12",3,"10/6/2023","G","AMB","G-AMB",8.896,27.1,52.9,1.0362426538962,2.93,13.7637908328786
"329","M-2-15",3,"10/6/2023","G","HEAT","G-HEAT",9.036,25.7,53.2,1.03694341764527,2.93,13.9855724582029
"330","M-2-16",3,"10/6/2023","E","AMB","E-AMB",8.594,25.9,52.9,1.03664776880249,2.93,13.299384860932
"331","M-2-17",3,"10/6/2023","E","AMB","E-AMB",10.719,25.9,52.9,1.03664776880249,2.93,16.5878643616861
"332","M-2-2",3,"10/6/2023","C","AMB","C-AMB",8.982,25.7,53.2,1.03694341764527,2.93,13.9019933399268
"333","M-2-20",3,"10/6/2023","E","HEAT","E-HEAT",10.109,26.3,53,1.03659014176752,2.93,15.6434011744557
"334","M-2-22",3,"10/6/2023","C","HEAT","C-HEAT",9.756,26.3,53,1.03659014176752,2.93,15.0971433235721
"335","M-2-23",3,"10/6/2023","I","HEAT","I-HEAT",9.162,25.7,53.2,1.03694341764527,2.93,14.1805904008472
"336","M-2-24",3,"10/6/2023","G","HEAT","G-HEAT",8.601,25.7,53.2,1.03694341764527,2.93,13.3122962276453
"337","M-2-25",3,"10/6/2023","E","HEAT","E-HEAT",8.773,26.3,53,1.03659014176752,2.93,13.5759776934909
"338","M-2-5",3,"10/6/2023","C","HEAT","C-HEAT",8.478,26.3,53,1.03659014176752,2.93,13.1194732572001
"339","M-2-6",3,"10/6/2023","I","AMB","I-AMB",10.102,27.1,52.9,1.0362426538962,2.93,15.6297004264545
"340","M-2-7",3,"10/6/2023","I","AMB","I-AMB",8.346,27.1,52.9,1.0362426538962,2.93,12.91283703813
"341","M-3-1",3,"10/6/2023","C","AMB","C-AMB",9.663,24.3,53.3,1.03747832037984,2.93,14.9602460594705
"342","M-3-10",3,"10/6/2023","I","HEAT","I-HEAT",8.579,25.7,53.2,1.03694341764527,2.93,13.2782454757551
"343","M-3-11",3,"10/6/2023","G","AMB","G-AMB",8.958,27.1,52.9,1.0362426538962,2.93,13.8597165333775
"344","M-3-12",3,"10/6/2023","G","AMB","G-AMB",8.415,27.1,52.9,1.0362426538962,2.93,13.019593059653
"345","M-3-15",3,"10/6/2023","G","HEAT","G-HEAT",8.373,25.7,53.2,1.03694341764527,2.93,12.9594066171462
"346","M-3-16",3,"10/6/2023","E","AMB","E-AMB",8.876,25.9,52.9,1.03664776880249,2.93,13.7357854346791
"347","M-3-17",3,"10/6/2023","E","AMB","E-AMB",8.673,25.9,52.9,1.03664776880249,2.93,13.4216389223718
"348","M-3-2",3,"10/6/2023","C","AMB","C-AMB",8.493,25.7,53.2,1.03694341764527,2.93,13.1451379910931
"349","M-3-20",3,"10/6/2023","E","HEAT","E-HEAT",8.393,26.3,53,1.03659014176752,2.93,12.9879380806417
"350","M-3-22",3,"10/6/2023","C","HEAT","C-HEAT",9.432,26.3,53,1.03659014176752,2.93,14.5957621799848
"351","M-3-23",3,"10/6/2023","I","HEAT","I-HEAT",9.247,25.7,53.2,1.03694341764527,2.93,14.3121501240596
"352","M-3-24",3,"10/6/2023","G","HEAT","G-HEAT",8.689,25.7,53.2,1.03694341764527,2.93,13.4484992352064
"353","M-3-25",3,"10/6/2023","E","HEAT","E-HEAT",9.105,26.3,53,1.03659014176752,2.93,14.0897386184014
"354","M-3-5",3,"10/6/2023","C","HEAT","C-HEAT",8.572,26.3,53,1.03659014176752,2.93,13.264935687747
"355","M-3-6",3,"10/6/2023","I","AMB","I-AMB",10.433,27.1,52.9,1.0362426538962,2.93,16.1418198920214
"356","M-3-7",3,"10/6/2023","I","AMB","I-AMB",8.44,27.1,52.9,1.0362426538962,2.93,13.0582727775961
"357","M-4-1",3,"10/6/2023","C","AMB","C-AMB",8.381,25.9,52.9,1.03664776880249,2.93,12.9697631509741
"358","M-4-10",3,"10/6/2023","I","HEAT","I-HEAT",10.029,25.7,53.2,1.03694341764527,2.93,15.5224995776137
"359","M-4-11",3,"10/6/2023","G","AMB","G-AMB",10.149,27.1,52.9,1.0362426538962,2.93,15.7024182961876
"360","M-4-12",3,"10/6/2023","G","AMB","G-AMB",8.928,27.1,52.9,1.0362426538962,2.93,13.8133008718458
"361","M-4-15",3,"10/6/2023","G","HEAT","G-HEAT",10.686,25.7,53.2,1.03694341764527,2.93,16.539378849973
"362","M-4-16",3,"10/6/2023","E","AMB","E-AMB",11.233,24.3,53.3,1.03747832037984,2.93,17.3909183468935
"363","M-4-17",3,"10/6/2023","E","AMB","E-AMB",9.014,24.3,53.3,1.03747832037984,2.93,13.9554649674084
"364","M-4-2",3,"10/6/2023","C","AMB","C-AMB",9.814,25.7,53.2,1.03694341764527,2.93,15.1897308659588
"365","M-4-20",3,"10/6/2023","E","HEAT","E-HEAT",9.304,26.3,53,1.03659014176752,2.93,14.3976856788145
"366","M-4-22",3,"10/6/2023","C","HEAT","C-HEAT",8.325,26.3,53,1.03659014176752,2.93,12.882709939395
"367","M-4-23",3,"10/6/2023","I","HEAT","I-HEAT",9.726,25.7,53.2,1.03694341764527,2.93,15.0535278583977
"368","M-4-24",3,"10/6/2023","G","HEAT","G-HEAT",8.852,25.7,53.2,1.03694341764527,2.93,13.7007843514843
"369","M-4-25",3,"10/6/2023","E","HEAT","E-HEAT",8.576,26.3,53,1.03659014176752,2.93,13.2711255784086
"370","M-4-5",3,"10/6/2023","C","HEAT","C-HEAT",8.804,26.3,53,1.03659014176752,2.93,13.6239493461181
"371","M-4-6",3,"10/6/2023","I","AMB","I-AMB",10.106,27.1,52.9,1.0362426538962,2.93,15.6358891813254
"372","M-4-7",3,"10/6/2023","I","AMB","I-AMB",8.632,27.1,52.9,1.0362426538962,2.93,13.3553330113993
"373","M-5-1",3,"10/6/2023","C","AMB","C-AMB",8.985,25.9,52.9,1.03664776880249,2.93,13.9044650890708
"374","M-5-10",3,"10/6/2023","I","HEAT","I-HEAT",8.606,25.7,53.2,1.03694341764527,2.93,13.3200350348931
"375","M-5-11",3,"10/6/2023","G","AMB","G-AMB",9.986,27.1,52.9,1.0362426538962,2.93,15.4502265351985
"376","M-5-12",3,"10/6/2023","G","AMB","G-AMB",9.452,27.1,52.9,1.0362426538962,2.93,14.6240277599335
"377","M-5-15",3,"10/6/2023","G","HEAT","G-HEAT",7.909,25.7,53.2,1.03694341764527,2.93,12.2412453045514
"378","M-5-16",3,"10/6/2023","E","AMB","E-AMB",8.361,24.3,53.3,1.03747832037984,2.93,12.9444910797095
"379","M-5-17",3,"10/6/2023","E","AMB","E-AMB",11.595,24.3,53.3,1.03747832037984,2.93,17.9513663520191
"380","M-5-2",3,"10/6/2023","C","AMB","C-AMB",9.11,25.9,52.9,1.03664776880249,2.93,14.0979050597034
"381","M-5-20",3,"10/6/2023","E","HEAT","E-HEAT",9.595,26.3,53,1.03659014176752,2.93,14.8480002244438
"382","M-5-22",3,"10/6/2023","C","HEAT","C-HEAT",8.729,26.3,53,1.03659014176752,2.93,13.5078888962137
"383","M-5-23",3,"10/6/2023","I","HEAT","I-HEAT",12.079,25.7,53.2,1.03694341764527,2.93,18.6954105492069
"384","M-5-24",3,"10/6/2023","G","HEAT","G-HEAT",8.646,25.7,53.2,1.03694341764527,2.93,13.3819454928754
"385","M-5-25",3,"10/6/2023","E","HEAT","E-HEAT",9.063,26.3,53,1.03659014176752,2.93,14.0247447664549
"386","M-5-5",3,"10/6/2023","C","HEAT","C-HEAT",9.659,26.3,53,1.03659014176752,2.93,14.947038475029
"387","M-5-6",3,"10/6/2023","I","AMB","I-AMB",10.291,27.1,52.9,1.0362426538962,2.93,15.9221190941045
"388","M-5-7",3,"10/6/2023","I","AMB","I-AMB",9.685,27.1,52.9,1.0362426538962,2.93,14.9845227311634
"389","M-6-1",3,"10/6/2023","C","AMB","C-AMB",9.585,25.9,52.9,1.03664776880249,2.93,14.8329769481072
"390","M-6-11",3,"10/6/2023","G","AMB","G-AMB",9.4,27.1,52.9,1.0362426538962,2.93,14.5435739466118
"391","M-6-12",3,"10/6/2023","G","AMB","G-AMB",11.308,27.1,52.9,1.0362426538962,2.93,17.4956100200305
"392","M-6-16",3,"10/6/2023","E","AMB","E-AMB",9.639,24.3,53.3,1.03747832037984,2.93,14.92308928565
"393","M-6-17",3,"10/6/2023","E","AMB","E-AMB",11.188,24.3,53.3,1.03747832037984,2.93,17.3212493959801
"394","M-6-2",3,"10/6/2023","C","AMB","C-AMB",10.572,25.9,52.9,1.03664776880249,2.93,16.3603789562222
"395","M-6-20",3,"10/6/2023","E","HEAT","E-HEAT",9.764,26.3,53,1.03659014176752,2.93,15.1095231048952
"396","M-6-23",3,"10/6/2023","I","HEAT","I-HEAT",10.228,25.7,53.2,1.03694341764527,2.93,15.8305041060756
"397","M-6-25",3,"10/6/2023","E","HEAT","E-HEAT",10.289,26.3,53,1.03659014176752,2.93,15.9219462542264
"398","M-6-6",3,"10/6/2023","I","AMB","I-AMB",10.533,27.1,52.9,1.0362426538962,2.93,16.2965387637939
"399","M-6-7",3,"10/6/2023","I","AMB","I-AMB",10.699,27.1,52.9,1.0362426538962,2.93,16.5533720909362
"400","M-7-1",3,"10/6/2023","C","AMB","C-AMB",8.861,24.3,53.3,1.03747832037984,2.93,13.7185905343028
"401","M-7-10",3,"10/6/2023","I","HEAT","I-HEAT",10.709,25.7,53.2,1.03694341764527,2.93,16.5749773633129
"402","M-7-11",3,"10/6/2023","G","AMB","G-AMB",10.382,24.3,53.3,1.03747832037984,2.93,16.0734010751757
"403","M-7-12",3,"10/6/2023","G","AMB","G-AMB",11.513,24.3,53.3,1.03747832037984,2.93,17.8244140414658
"404","M-7-16",3,"10/6/2023","E","AMB","E-AMB",8.89,27.1,52.9,1.0362426538962,2.93,13.7545077005723
"405","M-7-17",3,"10/6/2023","E","AMB","E-AMB",10.237,27.1,52.9,1.0362426538962,2.93,15.8385709033474
"406","M-7-2",3,"10/6/2023","C","AMB","C-AMB",8.596,24.3,53.3,1.03747832037984,2.93,13.3083178233684
"407","M-7-20",3,"10/6/2023","E","HEAT","E-HEAT",10.529,25.7,53.2,1.03694341764527,2.93,16.2963803023925
"408","M-7-22",3,"10/6/2023","C","HEAT","C-HEAT",9.717,26.3,53,1.03659014176752,2.93,15.0367918896217
"409","M-7-25",3,"10/6/2023","E","HEAT","E-HEAT",9.206,25.7,53.2,1.03694341764527,2.93,14.2486919046277
"410","M-7-5",3,"10/6/2023","C","HEAT","C-HEAT",10.871,26.3,53,1.03659014176752,2.93,16.822575345485
"411","M-7-6",3,"10/6/2023","I","AMB","I-AMB",9.943,27.1,52.9,1.0362426538962,2.93,15.3836974203363
"412","M-7-7",3,"10/6/2023","I","AMB","I-AMB",9.074,27.1,52.9,1.0362426538962,2.93,14.0391904246336
"413","M-8-1",3,"10/6/2023","C","AMB","C-AMB",11.097,24.3,53.3,1.03747832037984,2.93,17.1803632952441
"414","M-8-10",3,"10/6/2023","I","HEAT","I-HEAT",11.5,25.7,53.2,1.03694341764527,2.93,17.799256669913
"415","M-8-11",3,"10/6/2023","G","AMB","G-AMB",11.642,24.3,53.3,1.03747832037984,2.93,18.0241317007509
"416","M-8-12",3,"10/6/2023","G","AMB","G-AMB",11.1,24.3,53.3,1.03747832037984,2.93,17.1850078919717
"417","M-8-15",3,"10/6/2023","G","HEAT","G-HEAT",13.387,26.3,53,1.03659014176752,2.93,20.7160165716133
"418","M-8-16",3,"10/6/2023","E","AMB","E-AMB",18.507,27.1,52.9,1.0362426538962,2.93,28.6338215989303
"419","M-8-17",3,"10/6/2023","E","AMB","E-AMB",10.611,27.1,52.9,1.0362426538962,2.93,16.4172194837764
"420","M-8-2",3,"10/6/2023","C","AMB","C-AMB",9.722,25.7,53.2,1.03694341764527,2.93,15.0473368125995
"421","M-8-20",3,"10/6/2023","E","HEAT","E-HEAT",9.756,25.7,53.2,1.03694341764527,2.93,15.0999607018844
"422","M-8-22",3,"10/6/2023","C","HEAT","C-HEAT",9.942,26.3,53,1.03659014176752,2.93,15.3849732393351
"423","M-8-23",3,"10/6/2023","I","HEAT","I-HEAT",10.056,25.7,53.2,1.03694341764527,2.93,15.5642891367517
"424","M-8-24",3,"10/6/2023","G","HEAT","G-HEAT",9.427,26.3,53,1.03659014176752,2.93,14.5880248166578
"425","M-8-25",3,"10/6/2023","E","HEAT","E-HEAT",11.383,25.7,53.2,1.03694341764527,2.93,17.6181685803147
"426","M-8-5",3,"10/6/2023","C","HEAT","C-HEAT",10.975,26.3,53,1.03659014176752,2.93,16.9835125026859
