"","Frag.ID","Timepoint","Date","Treatment","Temperature","T.T","Weight","Temp","Salinity","sw_dens","skel_dens","dry_weight.g"
"392","P-2-22",3,"10/8/2023","C","HEAT","C-HEAT",12.496,26.4,53.5,1.03693795084902,2.93,19.3407712211127
"393","P-2-23",3,"10/8/2023","I","HEAT","I-HEAT",10.431,26.4,53.5,1.03693795084902,2.93,16.1446530575726
"394","P-2-24",3,"10/8/2023","G","HEAT","G-HEAT",11.976,26.4,53.5,1.03693795084902,2.93,18.535937591553
"395","P-2-25",3,"10/8/2023","E","HEAT","E-HEAT",14.024,26.4,53.5,1.03693795084902,2.93,21.7057438864344
"396","P-2-7",3,"10/8/2023","I","AMB","I-AMB",11.366,26.4,53.5,1.03693795084902,2.93,17.5918058338002
"397","P-3-12",3,"10/8/2023","G","AMB","G-AMB",12.997,26.4,53.5,1.03693795084902,2.93,20.1161974680539
"398","P-3-17",3,"10/8/2023","E","AMB","E-AMB",10.616,26.8,52.9,1.03634487563927,2.93,16.4258420658834
"399","P-3-2",3,"10/8/2023","C","AMB","C-AMB",11.294,26.4,53.5,1.03693795084902,2.93,17.4803673312458
"400","P-3-23",3,"10/8/2023","I","HEAT","I-HEAT",12.093,26.4,53.5,1.03693795084902,2.93,18.7170251582039
"401","P-3-6",3,"10/8/2023","I","AMB","I-AMB",10.818,26.5,52.9,1.03644647021123,2.93,16.7392891203534
"402","P-3-7",3,"10/8/2023","I","AMB","I-AMB",11.124,26.4,53.5,1.03693795084902,2.93,17.2172486446589
"403","P-4-12",3,"10/8/2023","G","AMB","G-AMB",12.838,26.8,52.9,1.03634487563927,2.93,19.863880976056
"404","P-4-17",3,"10/8/2023","E","AMB","E-AMB",13.102,26.8,52.9,1.03634487563927,2.93,20.2723608465716
"405","P-4-2",3,"10/8/2023","C","AMB","C-AMB",13.133,26.4,53.5,1.03693795084902,2.93,20.3266924173234
"406","P-4-22",3,"10/8/2023","C","HEAT","C-HEAT",12.769,26.4,53.5,1.03693795084902,2.93,19.7633088766316
"407","P-4-23",3,"10/8/2023","I","HEAT","I-HEAT",12.536,26.4,53.5,1.03693795084902,2.93,19.4026815003096
"408","P-4-24",3,"10/8/2023","G","HEAT","G-HEAT",12.183,26.8,52.9,1.03634487563927,2.93,18.8504176609511
"409","P-4-25",3,"10/8/2023","E","HEAT","E-HEAT",13.852,26.8,52.9,1.03634487563927,2.93,21.4328150241726
"410","P-4-7",3,"10/8/2023","I","AMB","I-AMB",10.916,26.4,53.5,1.03693795084902,2.93,16.895315192835
"411","P-5-12",3,"10/8/2023","G","AMB","G-AMB",12.65,26.8,52.9,1.03634487563927,2.93,19.5729937955374
"412","P-5-17",3,"10/8/2023","E","AMB","E-AMB",12.398,26.8,52.9,1.03634487563927,2.93,19.1830811918634
"413","P-5-2",3,"10/8/2023","C","AMB","C-AMB",14.343,26.4,53.5,1.03693795084902,2.93,22.1994783630297
"414","P-5-22",3,"10/8/2023","C","HEAT","C-HEAT",12.059,26.4,53.5,1.03693795084902,2.93,18.6644014208865
"415","P-5-23",3,"10/8/2023","I","HEAT","I-HEAT",12.502,26.4,53.5,1.03693795084902,2.93,19.3500577629923
"416","P-5-25",3,"10/8/2023","E","HEAT","E-HEAT",11.588,26.8,52.9,1.03634487563927,2.93,17.9297906800543
"417","P-5-7",3,"10/8/2023","I","AMB","I-AMB",11.27,26.4,53.5,1.03693795084902,2.93,17.4432211637276
"418","P-6-12",3,"10/8/2023","G","AMB","G-AMB",9.45,26.8,52.9,1.03634487563927,2.93,14.621722637773
"419","P-6-17",3,"10/8/2023","E","AMB","E-AMB",12.147,26.8,52.9,1.03634487563927,2.93,18.7947158604263
"420","P-6-2",3,"10/8/2023","C","AMB","C-AMB",10.938,26.4,53.5,1.03693795084902,2.93,16.9293658463933
"421","P-6-22",3,"10/8/2023","C","HEAT","C-HEAT",9.028,26.4,53.5,1.03693795084902,2.93,13.9731500147412
"422","P-6-23",3,"10/8/2023","I","HEAT","I-HEAT",10.59,26.4,53.5,1.03693795084902,2.93,16.3907464173803
"423","P-6-25",3,"10/8/2023","E","HEAT","E-HEAT",11.157,26.8,52.9,1.03634487563927,2.93,17.2629163459929
"424","P-6-7",3,"10/8/2023","I","AMB","I-AMB",11.546,26.4,53.5,1.03693795084902,2.93,17.8704020901862
"425","P-7-12",3,"10/8/2023","G","AMB","G-AMB",9.957,26.8,52.9,1.03634487563927,2.93,15.4061896618313
"426","P-7-17",3,"10/8/2023","E","AMB","E-AMB",10.214,26.4,53.5,1.03693795084902,2.93,15.8087897929294
"427","P-7-2",3,"10/8/2023","C","AMB","C-AMB",11.824,26.8,52.9,1.03634487563927,2.93,18.2949469279394
"428","P-7-22",3,"10/8/2023","C","HEAT","C-HEAT",10.132,26.8,52.9,1.03634487563927,2.93,15.6769623032715
"429","P-7-23",3,"10/8/2023","I","HEAT","I-HEAT",10.597,26.8,52.9,1.03634487563927,2.93,16.3964438933841
"430","P-7-7",3,"10/8/2023","I","AMB","I-AMB",11.829,26.8,52.9,1.03634487563927,2.93,18.3026832891234
"431","P-8-12",3,"10/8/2023","G","AMB","G-AMB",14.72,26.8,52.9,1.03634487563927,2.93,22.7758473257162
"432","P-8-17",3,"10/8/2023","E","AMB","E-AMB",12.433,26.4,53.5,1.03693795084902,2.93,19.2432625313776
"433","P-8-2",3,"10/8/2023","C","AMB","C-AMB",12.148,26.8,52.9,1.03634487563927,2.93,18.7962631326631
"434","P-8-22",3,"10/8/2023","C","HEAT","C-HEAT",12.958,26.8,52.9,1.03634487563927,2.93,20.0495536444722
"435","P-8-23",3,"10/8/2023","I","HEAT","I-HEAT",11.396,26.8,52.9,1.03634487563927,2.93,17.6327144105884
"436","P-8-24",3,"10/8/2023","G","HEAT","G-HEAT",12.74,26.8,52.9,1.03634487563927,2.93,19.7122482968495
"437","P-8-25",3,"10/8/2023","E","HEAT","E-HEAT",11.945,26.8,52.9,1.03634487563927,2.93,18.4821668685924
"438","P-8-7",3,"10/8/2023","I","AMB","I-AMB",11.99,26.8,52.9,1.03634487563927,2.93,18.5517941192484
"439","P-9-12",3,"10/8/2023","G","AMB","G-AMB",15.655,26.8,52.9,1.03634487563927,2.93,24.2225468671255
"440","P-9-17",3,"10/8/2023","E","AMB","E-AMB",9.419,26.4,53.5,1.03693795084902,2.93,14.5783229938909
"441","P-9-2",3,"10/8/2023","C","AMB","C-AMB",10.949,26.8,52.9,1.03634487563927,2.93,16.9410837207382
"442","P-9-22",3,"10/8/2023","C","HEAT","C-HEAT",9.554,26.8,52.9,1.03634487563927,2.93,14.7826389504003
"443","P-9-25",3,"10/8/2023","E","HEAT","E-HEAT",10.804,26.8,52.9,1.03634487563927,2.93,16.716729246402
"444","P-9-7",3,"10/8/2023","I","AMB","I-AMB",10.908,26.8,52.9,1.03634487563927,2.93,16.8776455590294
"445","plug 1",3,"10/8/2023","PLUG",NA,"PLUG-NA",5.929,26.5,52.9,1.03644647021123,2.93,9.17426929141942
"446","plug 2",3,"10/8/2023","PLUG",NA,"PLUG-NA",5.615,26.5,52.9,1.03644647021123,2.93,8.688399742169
"447","plug 3",3,"10/8/2023","PLUG",NA,"PLUG-NA",6.217,26.5,52.9,1.03644647021123,2.93,9.61990760410769
"448","plug 4",3,"10/8/2023","PLUG",NA,"PLUG-NA",6.082,26.5,52.9,1.03644647021123,2.93,9.41101464503506
"449","plug 5",3,"10/8/2023","PLUG",NA,"PLUG-NA",5.968,26.5,52.9,1.03644647021123,2.93,9.23461614626262
"450","plug 6",3,"10/8/2023","PLUG",NA,"PLUG-NA",6.146,26.5,52.9,1.03644647021123,2.93,9.51004538118801
"451","plug 7",3,"10/8/2023","PLUG",NA,"PLUG-NA",6.64,26.5,52.9,1.03644647021123,2.93,10.2744388758686
"452","std 1",0,"7/20/2023","STD.1",NA,"STD.1-NA",16.069,26.4,53.1,1.03663275902499,2.71,26.0235702801417
"453","std 1",0,"7/20/2023","STD.2",NA,"STD.2-NA",16.056,25.8,53,1.03675742541763,2.71,26.0044542620249
"454","std 2",0,"7/20/2023","STD.1",NA,"STD.1-NA",16.075,26.4,53.1,1.03663275902499,2.71,26.0332872147164
"455","std 2",0,"7/20/2023","STD.2",NA,"STD.2-NA",16.074,25.8,53,1.03675742541763,2.71,26.033607237655
"456","std 3",0,"7/20/2023","STD.1",NA,"STD.1-NA",16.087,26.4,53.1,1.03663275902499,2.71,26.0527210838658
"457","std 3",0,"7/20/2023","STD.2",NA,"STD.2-NA",16.081,25.8,53,1.03675742541763,2.71,26.0449445059556
"458","std 1",2,"9/16/2023","STD.1",NA,"STD.1-NA",16.064,25.7,53.7,1.03732537801274,2.71,26.0262452886856
"459","std 1",2,"9/16/2023","STD.2",NA,"STD.2-NA",16.056,23.2,53.4,1.03790545616341,2.71,26.0223084635891
"460","std 2",2,"9/16/2023","STD.1",NA,"STD.1-NA",16.082,25.7,53.7,1.03732537801274,2.71,26.0554081631376
"461","std 2",2,"9/16/2023","STD.2",NA,"STD.2-NA",16.073,23.2,53.4,1.03790545616341,2.71,26.0498607333874
"462","std 3",2,"9/16/2023","STD.1",NA,"STD.1-NA",16.091,25.7,53.7,1.03732537801274,2.71,26.0699896003636
"463","std 3",2,"9/16/2023","STD.2",NA,"STD.2-NA",16.082,23.2,53.4,1.03790545616341,2.71,26.064447229163
"464","std 1",3,"10/7/2023","STD.1",NA,"STD.1-NA",9.898,24.5,52.7,1.03695455584748,2.71,16.032786254403
"465","std 1",3,"10/7/2023","STD.2",NA,"STD.2-NA",9.897,25,53,1.03702140951843,2.71,16.0318070730837
"466","std 2",3,"10/7/2023","STD.1",NA,"STD.1-NA",9.788,24.5,52.7,1.03695455584748,2.71,15.8546081893409
"467","std 2",3,"10/7/2023","STD.2",NA,"STD.2-NA",9.79,25,53,1.03702140951843,2.71,15.8584814838324
"468","std 3",3,"10/7/2023","STD.1",NA,"STD.1-NA",9.877,24.5,52.7,1.03695455584748,2.71,15.998770441982
"469","std 3",3,"10/7/2023","STD.2",NA,"STD.2-NA",9.874,25,53,1.03702140951843,2.71,15.9945501707212
"470","std 1",3,"10/8/2023","STD.1",NA,"STD.1-NA",9.895,26.4,53.5,1.03693795084902,2.71,16.0277677768185
"471","std 1",3,"10/8/2023","STD.2",NA,"STD.2-NA",9.898,26.5,52.9,1.03644647021123,2.71,16.02791875046
"472","std 2",3,"10/8/2023","STD.1",NA,"STD.1-NA",9.787,26.4,53.5,1.03693795084902,2.71,15.8528310491887
"473","std 2",3,"10/8/2023","STD.2",NA,"STD.2-NA",9.785,26.5,52.9,1.03644647021123,2.71,15.844936853228
"474","std 3",3,"10/8/2023","STD.1",NA,"STD.1-NA",9.869,26.4,53.5,1.03693795084902,2.71,15.9856533794261
"475","std 3",3,"10/8/2023","STD.2",NA,"STD.2-NA",9.87,26.5,52.9,1.03644647021123,2.71,15.9825781033583
