"","Frag.ID","Timepoint","Date","Treatment","Temperature","T.T","Weight","Temp","Salinity","sw_dens","skel_dens","dry_weight.g"
"1","P-1-1",0,"7/20/2023","C","AMB","C-AMB",9.556,26.1,53.6,1.0371152739765,2.93,14.791751243521
"2","P-1-10",0,"7/20/2023","I","HEAT","I-HEAT",8.088,25.8,53,1.03675742541763,2.93,12.5170648062505
"3","P-1-11",0,"7/20/2023","G","AMB","G-AMB",9.448,26.1,53.6,1.0371152739765,2.93,14.6245778305553
"4","P-1-12",0,"7/20/2023","G","AMB","G-AMB",9.256,26.1,53.6,1.0371152739765,2.93,14.3273806519496
"5","P-1-15",0,"7/20/2023","G","HEAT","G-HEAT",10.567,25.8,53,1.03675742541763,2.93,16.3535885024294
"6","P-1-16",0,"7/20/2023","E","AMB","E-AMB",8.711,26.1,53.6,1.0371152739765,2.93,13.4837740772616
"7","P-1-17",0,"7/20/2023","E","AMB","E-AMB",8.793,26.1,53.6,1.0371152739765,2.93,13.6107020389577
"8","P-1-2",0,"7/20/2023","C","AMB","C-AMB",7.874,26.1,53.6,1.0371152739765,2.93,12.1881801267774
"9","P-1-20",0,"7/20/2023","E","HEAT","E-HEAT",8.395,25.8,53,1.03675742541763,2.93,12.9921808912553
"10","P-1-22",0,"7/20/2023","C","HEAT","C-HEAT",9.585,25.8,53,1.03675742541763,2.93,14.8338360741729
"11","P-1-23",0,"7/20/2023","I","HEAT","I-HEAT",8.832,25.8,53,1.03675742541763,2.93,13.6684861979234
"12","P-1-24",0,"7/20/2023","G","HEAT","G-HEAT",9.974,25.8,53,1.03675742541763,2.93,15.4358561297654
"13","P-1-25",0,"7/20/2023","E","HEAT","E-HEAT",8.559,25.8,53,1.03675742541763,2.93,13.2459888324305
"14","P-1-5",0,"7/20/2023","C","HEAT","C-HEAT",7.65,25.8,53,1.03675742541763,2.93,11.839211890185
"15","P-1-6",0,"7/20/2023","I","AMB","I-AMB",8.978,26.1,53.6,1.0371152739765,2.93,13.8970639037601
"16","P-1-7",0,"7/20/2023","I","AMB","I-AMB",7.612,26.1,53.6,1.0371152739765,2.93,11.7826298101383
"17","P-2-1",0,"7/20/2023","C","AMB","C-AMB",11.178,26.1,53.6,1.0371152739765,2.93,17.3024482419504
"18","P-2-10",0,"7/20/2023","I","HEAT","I-HEAT",11.306,25.8,53,1.03675742541763,2.93,17.4972718471152
"19","P-2-11",0,"7/20/2023","G","AMB","G-AMB",11.745,26.1,53.6,1.0371152739765,2.93,18.1801086600203
"20","P-2-12",0,"7/20/2023","G","AMB","G-AMB",10.961,26.1,53.6,1.0371152739765,2.93,16.9665535140471
"21","P-2-15",0,"7/20/2023","G","HEAT","G-HEAT",12.437,25.8,53,1.03675742541763,2.93,19.2476180755857
"22","P-2-16",0,"7/20/2023","E","AMB","E-AMB",10.411,26.1,53.6,1.0371152739765,2.93,16.1152074294995
"23","P-2-17",0,"7/20/2023","E","AMB","E-AMB",10.407,26.1,53.6,1.0371152739765,2.93,16.1090158216119
"24","P-2-2",0,"7/20/2023","C","AMB","C-AMB",10.074,26.1,53.6,1.0371152739765,2.93,15.5935644649676
"25","P-2-20",0,"7/20/2023","E","HEAT","E-HEAT",13.67,25.8,53,1.03675742541763,2.93,21.155820462592
"26","P-2-22",0,"7/20/2023","C","HEAT","C-HEAT",11.253,25.8,53,1.03675742541763,2.93,17.4152485490525
"27","P-2-23",0,"7/20/2023","I","HEAT","I-HEAT",9.816,25.8,53,1.03675742541763,2.93,15.1913338449746
"28","P-2-24",0,"7/20/2023","G","HEAT","G-HEAT",11.148,25.8,53,1.03675742541763,2.93,17.2527495623245
"29","P-2-25",0,"7/20/2023","E","HEAT","E-HEAT",13.115,25.8,53,1.03675742541763,2.93,20.2968972470295
"30","P-2-5",0,"7/20/2023","C","HEAT","C-HEAT",12.083,25.8,53,1.03675742541763,2.93,18.6997643489026
"31","P-2-6",0,"7/20/2023","I","AMB","I-AMB",12.555,26.1,53.6,1.0371152739765,2.93,19.4339092572631
"32","P-2-7",0,"7/20/2023","I","AMB","I-AMB",10.119,26.1,53.6,1.0371152739765,2.93,15.6632200537033
"33","P-3-1",0,"7/20/2023","C","AMB","C-AMB",9.873,26.1,53.6,1.0371152739765,2.93,15.2824361686148
"34","P-3-10",0,"7/20/2023","I","HEAT","I-HEAT",12.566,25.8,53,1.03675742541763,2.93,19.4472596878516
"35","P-3-11",0,"7/20/2023","G","AMB","G-AMB",10.702,26.1,53.6,1.0371152739765,2.93,16.5656469033238
"36","P-3-12",0,"7/20/2023","G","AMB","G-AMB",12.416,26.1,53.6,1.0371152739765,2.93,19.2187508831684
"37","P-3-15",0,"7/20/2023","G","HEAT","G-HEAT",12.343,25.8,53,1.03675742541763,2.93,19.1021427922292
"38","P-3-16",0,"7/20/2023","E","AMB","E-AMB",9.54,26.1,53.6,1.0371152739765,2.93,14.7669848119705
"39","P-3-17",0,"7/20/2023","E","AMB","E-AMB",9.758,26.1,53.6,1.0371152739765,2.93,15.1044274418457
"40","P-3-2",0,"7/20/2023","C","AMB","C-AMB",10.328,26.1,53.6,1.0371152739765,2.93,15.9867315658314
"41","P-3-20",0,"7/20/2023","E","HEAT","E-HEAT",12.481,25.8,53,1.03675742541763,2.93,19.3157128890717
"42","P-3-22",0,"7/20/2023","C","HEAT","C-HEAT",9.432,25.8,53,1.03675742541763,2.93,14.5970518363692
"43","P-3-23",0,"7/20/2023","I","HEAT","I-HEAT",11.586,25.8,53,1.03675742541763,2.93,17.93060247839
"44","P-3-24",0,"7/20/2023","G","HEAT","G-HEAT",11.175,25.8,53,1.03675742541763,2.93,17.2945350160545
"45","P-3-25",0,"7/20/2023","E","HEAT","E-HEAT",10.229,25.8,53,1.03675742541763,2.93,15.8304965261049
"46","P-3-5",0,"7/20/2023","C","HEAT","C-HEAT",9.399,25.8,53,1.03675742541763,2.93,14.5459807262547
"47","P-3-6",0,"7/20/2023","I","AMB","I-AMB",9.954,26.1,53.6,1.0371152739765,2.93,15.4078162283391
"48","P-3-7",0,"7/20/2023","I","AMB","I-AMB",10.485,26.1,53.6,1.0371152739765,2.93,16.2297521754204
"49","P-4-1",0,"7/20/2023","C","AMB","C-AMB",11.339,26.1,53.6,1.0371152739765,2.93,17.551660459427
"50","P-4-10",0,"7/20/2023","I","HEAT","I-HEAT",10.213,25.8,53,1.03675742541763,2.93,15.8057347757463
"51","P-4-11",0,"7/20/2023","G","AMB","G-AMB",9.438,26.1,53.6,1.0371152739765,2.93,14.6090988108363
"52","P-4-12",0,"7/20/2023","G","AMB","G-AMB",11.58,26.1,53.6,1.0371152739765,2.93,17.9247048346561
"53","P-4-15",0,"7/20/2023","G","HEAT","G-HEAT",11.056,25.8,53,1.03675742541763,2.93,17.1103694977628
"54","P-4-16",0,"7/20/2023","E","AMB","E-AMB",9.835,26.1,53.6,1.0371152739765,2.93,15.2236158936824
"55","P-4-17",0,"7/20/2023","E","AMB","E-AMB",11.82,26.1,53.6,1.0371152739765,2.93,18.2962013079132
"56","P-4-2",0,"7/20/2023","C","AMB","C-AMB",11.147,26.1,53.6,1.0371152739765,2.93,17.2544632808213
"57","P-4-20",0,"7/20/2023","E","HEAT","E-HEAT",12.935,25.8,53,1.03675742541763,2.93,20.0183275554958
"58","P-4-22",0,"7/20/2023","C","HEAT","C-HEAT",11.379,25.8,53,1.03675742541763,2.93,17.6102473331261
"59","P-4-23",0,"7/20/2023","I","HEAT","I-HEAT",11.51,25.8,53,1.03675742541763,2.93,17.8129841641868
"60","P-4-24",0,"7/20/2023","G","HEAT","G-HEAT",10.873,25.8,53,1.03675742541763,2.93,16.8271569780368
"61","P-4-25",0,"7/20/2023","E","HEAT","E-HEAT",12.582,25.8,53,1.03675742541763,2.93,19.4720214382101
"62","P-4-5",0,"7/20/2023","C","HEAT","C-HEAT",11.134,25.8,53,1.03675742541763,2.93,17.2310830307607
"63","P-4-6",0,"7/20/2023","I","AMB","I-AMB",12.741,26.1,53.6,1.0371152739765,2.93,19.7218190240374
"64","P-4-7",0,"7/20/2023","I","AMB","I-AMB",9.686,26.1,53.6,1.0371152739765,2.93,14.9929784998686
"65","P-5-1",0,"7/20/2023","C","AMB","C-AMB",12.199,26.1,53.6,1.0371152739765,2.93,18.882856155265
"66","P-5-10",0,"7/20/2023","I","HEAT","I-HEAT",9.81,25.8,53,1.03675742541763,2.93,15.1820481885901
"67","P-5-11",0,"7/20/2023","G","AMB","G-AMB",10.452,26.1,53.6,1.0371152739765,2.93,16.1786714103476
"68","P-5-12",0,"7/20/2023","G","AMB","G-AMB",11.144,26.1,53.6,1.0371152739765,2.93,17.2498195749056
"69","P-5-15",0,"7/20/2023","G","HEAT","G-HEAT",10.603,25.8,53,1.03675742541763,2.93,16.4093024407361
"70","P-5-16",0,"7/20/2023","E","AMB","E-AMB",11.526,26.1,53.6,1.0371152739765,2.93,17.8411181281732
"71","P-5-17",0,"7/20/2023","E","AMB","E-AMB",11.68,26.1,53.6,1.0371152739765,2.93,18.0794950318465
"72","P-5-2",0,"7/20/2023","C","AMB","C-AMB",13.221,26.1,53.6,1.0371152739765,2.93,20.4648119705516
"73","P-5-20",0,"7/20/2023","E","HEAT","E-HEAT",10.61,25.8,53,1.03675742541763,2.93,16.420135706518
"74","P-5-22",0,"7/20/2023","C","HEAT","C-HEAT",11.671,25.8,53,1.03675742541763,2.93,18.0621492771698
"75","P-5-23",0,"7/20/2023","I","HEAT","I-HEAT",11.392,25.8,53,1.03675742541763,2.93,17.6303662552925
"76","P-5-24",0,"7/20/2023","G","HEAT","G-HEAT",11.937,25.8,53,1.03675742541763,2.93,18.4738133768808
"77","P-5-25",0,"7/20/2023","E","HEAT","E-HEAT",10.809,25.8,53,1.03675742541763,2.93,16.7281099766025
"78","P-5-5",0,"7/20/2023","C","HEAT","C-HEAT",15.027,25.8,53,1.03675742541763,2.93,23.2559264148771
"79","P-5-6",0,"7/20/2023","I","AMB","I-AMB",10.386,26.1,53.6,1.0371152739765,2.93,16.0765098802019
"80","P-5-7",0,"7/20/2023","I","AMB","I-AMB",10.598,26.1,53.6,1.0371152739765,2.93,16.4046650982457
"81","P-6-1",0,"7/20/2023","C","AMB","C-AMB",11.9,26.1,53.6,1.0371152739765,2.93,18.4200334656655
"82","P-6-10",0,"7/20/2023","I","HEAT","I-HEAT",12.586,25.8,53,1.03675742541763,2.93,19.4782118757998
"83","P-6-11",0,"7/20/2023","G","AMB","G-AMB",10.591,26.1,53.6,1.0371152739765,2.93,16.3938297844423
"84","P-6-12",0,"7/20/2023","G","AMB","G-AMB",8.427,26.1,53.6,1.0371152739765,2.93,13.0441699172406
"85","P-6-15",0,"7/20/2023","G","HEAT","G-HEAT",11.05,25.8,53,1.03675742541763,2.93,17.1010838413783
"86","P-6-16",0,"7/20/2023","E","AMB","E-AMB",13.852,26.1,53.6,1.0371152739765,2.93,21.4415381148235
"87","P-6-17",0,"7/20/2023","E","AMB","E-AMB",10.799,26.1,53.6,1.0371152739765,2.93,16.7157933945985
"88","P-6-2",0,"7/20/2023","C","AMB","C-AMB",9.634,26.1,53.6,1.0371152739765,2.93,14.9124875973296
"89","P-6-20",0,"7/20/2023","E","HEAT","E-HEAT",12.937,25.8,53,1.03675742541763,2.93,20.0214227742906
"90","P-6-22",0,"7/20/2023","C","HEAT","C-HEAT",8.51,25.8,53,1.03675742541763,2.93,13.1701559719574
"91","P-6-23",0,"7/20/2023","I","HEAT","I-HEAT",10.088,25.8,53,1.03675742541763,2.93,15.6122836010701
"92","P-6-24",0,"7/20/2023","G","HEAT","G-HEAT",11.476,25.8,53,1.03675742541763,2.93,17.7603654446749
"93","P-6-25",0,"7/20/2023","E","HEAT","E-HEAT",10.616,25.8,53,1.03675742541763,2.93,16.4294213629024
"94","P-6-5",0,"7/20/2023","C","HEAT","C-HEAT",13.474,25.8,53,1.03675742541763,2.93,20.8524890206997
"95","P-6-6",0,"7/20/2023","I","AMB","I-AMB",11.943,26.1,53.6,1.0371152739765,2.93,18.4865932504574
"96","P-6-7",0,"7/20/2023","I","AMB","I-AMB",10.441,26.1,53.6,1.0371152739765,2.93,16.1616444886566
"97","P-7-1",0,"7/20/2023","C","AMB","C-AMB",11.234,26.1,53.6,1.0371152739765,2.93,17.389130752377
"98","P-7-10",0,"7/20/2023","I","HEAT","I-HEAT",9.721,25.8,53,1.03675742541763,2.93,15.0443109522207
"99","P-7-11",0,"7/20/2023","G","AMB","G-AMB",11.803,26.1,53.6,1.0371152739765,2.93,18.2698869743908
"100","P-7-12",0,"7/20/2023","G","AMB","G-AMB",8.818,26.1,53.6,1.0371152739765,2.93,13.6493995882554
"101","P-7-15",0,"7/20/2023","G","HEAT","G-HEAT",10.594,25.8,53,1.03675742541763,2.93,16.3953739561594
"102","P-7-16",0,"7/20/2023","E","AMB","E-AMB",11.622,26.1,53.6,1.0371152739765,2.93,17.989716717476
"103","P-7-17",0,"7/20/2023","E","AMB","E-AMB",9.409,26.1,53.6,1.0371152739765,2.93,14.564209653651
"104","P-7-2",0,"7/20/2023","C","AMB","C-AMB",10.17,26.1,53.6,1.0371152739765,2.93,15.7421630542705
"105","P-7-20",0,"7/20/2023","E","HEAT","E-HEAT",10.206,25.8,53,1.03675742541763,2.93,15.7949015099644
"106","P-7-22",0,"7/20/2023","C","HEAT","C-HEAT",9.458,25.8,53,1.03675742541763,2.93,14.6372896807019
"107","P-7-23",0,"7/20/2023","I","HEAT","I-HEAT",9.615,25.8,53,1.03675742541763,2.93,14.8802643560952
"108","P-7-24",0,"7/20/2023","G","HEAT","G-HEAT",8.866,25.8,53,1.03675742541763,2.93,13.7211049174353
"109","P-7-25",0,"7/20/2023","E","HEAT","E-HEAT",8.187,25.8,53,1.03675742541763,2.93,12.670278136594
"110","P-7-5",0,"7/20/2023","C","HEAT","C-HEAT",9.489,25.8,53,1.03675742541763,2.93,14.6852655720216
"111","P-7-6",0,"7/20/2023","I","AMB","I-AMB",9.157,26.1,53.6,1.0371152739765,2.93,14.174138356731
"112","P-7-7",0,"7/20/2023","I","AMB","I-AMB",10.493,26.1,53.6,1.0371152739765,2.93,16.2421353911957
"113","P-8-1",0,"7/20/2023","C","AMB","C-AMB",10.421,26.1,53.6,1.0371152739765,2.93,16.1306864492185
"114","P-8-10",0,"7/20/2023","I","HEAT","I-HEAT",13.115,25.8,53,1.03675742541763,2.93,20.2968972470295
"115","P-8-11",0,"7/20/2023","G","AMB","G-AMB",11.822,26.1,53.6,1.0371152739765,2.93,18.299297111857
"116","P-8-12",0,"7/20/2023","G","AMB","G-AMB",13.095,26.1,53.6,1.0371152739765,2.93,20.2697763220916
"117","P-8-15",0,"7/20/2023","G","HEAT","G-HEAT",12.62,25.8,53,1.03675742541763,2.93,19.5308305953117
"118","P-8-16",0,"7/20/2023","E","AMB","E-AMB",13.98,26.1,53.6,1.0371152739765,2.93,21.6396695672273
"119","P-8-17",0,"7/20/2023","E","AMB","E-AMB",11.134,26.1,53.6,1.0371152739765,2.93,17.2343405551866
"120","P-8-2",0,"7/20/2023","C","AMB","C-AMB",10.735,26.1,53.6,1.0371152739765,2.93,16.6167276683966
"121","P-8-20",0,"7/20/2023","E","HEAT","E-HEAT",11.869,25.8,53,1.03675742541763,2.93,18.3685759378569
"122","P-8-22",0,"7/20/2023","C","HEAT","C-HEAT",11.55,25.8,53,1.03675742541763,2.93,17.8748885400832
"123","P-8-23",0,"7/20/2023","I","HEAT","I-HEAT",10.722,25.8,53,1.03675742541763,2.93,16.5934679590279
"124","P-8-24",0,"7/20/2023","G","HEAT","G-HEAT",12.607,25.8,53,1.03675742541763,2.93,19.5107116731454
"125","P-8-25",0,"7/20/2023","E","HEAT","E-HEAT",10.886,25.8,53,1.03675742541763,2.93,16.8472759002031
"126","P-8-5",0,"7/20/2023","C","HEAT","C-HEAT",15.499,25.8,53,1.03675742541763,2.93,23.9863980504545
"127","P-8-6",0,"7/20/2023","I","AMB","I-AMB",10.513,26.1,53.6,1.0371152739765,2.93,16.2730934306338
"128","P-8-7",0,"7/20/2023","I","AMB","I-AMB",10.63,26.1,53.6,1.0371152739765,2.93,16.4541979613466
"129","P-9-1",0,"7/20/2023","C","AMB","C-AMB",12.95,26.1,53.6,1.0371152739765,2.93,20.0453305361654
"130","P-9-10",0,"7/20/2023","I","HEAT","I-HEAT",11.539,25.8,53,1.03675742541763,2.93,17.8578648367117
"131","P-9-11",0,"7/20/2023","G","AMB","G-AMB",11.643,26.1,53.6,1.0371152739765,2.93,18.022222658886
"132","P-9-12",0,"7/20/2023","G","AMB","G-AMB",13.22,26.1,53.6,1.0371152739765,2.93,20.4632640685797
"133","P-9-15",0,"7/20/2023","G","HEAT","G-HEAT",9.493,25.8,53,1.03675742541763,2.93,14.6914560096112
"134","P-9-16",0,"7/20/2023","E","AMB","E-AMB",9.439,26.1,53.6,1.0371152739765,2.93,14.6106467128082
"135","P-9-17",0,"7/20/2023","E","AMB","E-AMB",8.469,26.1,53.6,1.0371152739765,2.93,13.1091818000606
"136","P-9-2",0,"7/20/2023","C","AMB","C-AMB",9.614,26.1,53.6,1.0371152739765,2.93,14.8815295578915
"137","P-9-20",0,"7/20/2023","E","HEAT","E-HEAT",11.637,25.8,53,1.03675742541763,2.93,18.0095305576579
"138","P-9-22",0,"7/20/2023","C","HEAT","C-HEAT",8.772,25.8,53,1.03675742541763,2.93,13.5756296340788
"139","P-9-23",0,"7/20/2023","I","HEAT","I-HEAT",8.358,25.8,53,1.03675742541763,2.93,12.9349193435511
"140","P-9-24",0,"7/20/2023","G","HEAT","G-HEAT",8.652,25.8,53,1.03675742541763,2.93,13.3899165063896
"141","P-9-25",0,"7/20/2023","E","HEAT","E-HEAT",10.606,25.8,53,1.03675742541763,2.93,16.4139452689284
"142","P-9-5",0,"7/20/2023","C","HEAT","C-HEAT",12.065,25.8,53,1.03675742541763,2.93,18.6719073797492
"143","P-9-6",0,"7/20/2023","I","AMB","I-AMB",10.095,26.1,53.6,1.0371152739765,2.93,15.6260704063776
"144","P-9-7",0,"7/20/2023","I","AMB","I-AMB",9.301,26.1,53.6,1.0371152739765,2.93,14.3970362406853
"145","plug 1",0,"7/20/2023","PLUG",NA,"PLUG-NA",5.935,25.8,53,1.03675742541763,2.93,9.18506177362717
"146","plug 10",0,"7/20/2023","PLUG",NA,"PLUG-NA",6.179,25.8,53,1.03675742541763,2.93,9.56267846659516
"147","plug 2",0,"7/20/2023","PLUG",NA,"PLUG-NA",5.716,25.8,53,1.03675742541763,2.93,8.84613531559442
"148","plug 3",0,"7/20/2023","PLUG",NA,"PLUG-NA",5.333,25.8,53,1.03675742541763,2.93,8.25340091638647
"149","plug 4",0,"7/20/2023","PLUG",NA,"PLUG-NA",5.962,25.8,53,1.03675742541763,2.93,9.22684722735723
"150","plug 5",0,"7/20/2023","PLUG",NA,"PLUG-NA",5.62,25.8,53,1.03675742541763,2.93,8.69756481344308
"151","plug 6",0,"7/20/2023","PLUG",NA,"PLUG-NA",6.098,25.8,53,1.03675742541763,2.93,9.43732210540497
"152","plug 7",0,"7/20/2023","PLUG",NA,"PLUG-NA",5.268,25.8,53,1.03675742541763,2.93,8.15280630555483
"153","plug 8",0,"7/20/2023","PLUG",NA,"PLUG-NA",5.348,25.8,53,1.03675742541763,2.93,8.27661505734762
"154","plug 9",0,"7/20/2023","PLUG",NA,"PLUG-NA",5.852,25.8,53,1.03675742541763,2.93,9.05661019364216
"155","P-1-1",2,"9/16/2023","C","AMB","C-AMB",10.356,24.2,53.8,1.03789347329822,2.93,16.0366657858807
"156","P-1-10",2,"9/16/2023","I","HEAT","I-HEAT",8.491,24.1,53.6,1.03777246691832,2.93,13.1478004442112
"157","P-1-11",2,"9/16/2023","G","AMB","G-AMB",10.104,25.7,53.7,1.03732537801274,2.93,15.6417377060383
"158","P-1-12",2,"9/16/2023","G","AMB","G-AMB",10.242,25.7,53.7,1.03732537801274,2.93,15.8553718908595
"159","P-1-15",2,"9/16/2023","G","HEAT","G-HEAT",11.177,25.7,53.7,1.03732537801274,2.93,17.3028208967132
"160","P-1-16",2,"9/16/2023","E","AMB","E-AMB",9.459,23.2,53.4,1.03790545616341,2.93,14.6477194230489
"161","P-1-17",2,"9/16/2023","E","AMB","E-AMB",9.492,23.2,53.4,1.03790545616341,2.93,14.6988215206238
"162","P-1-2",2,"9/16/2023","C","AMB","C-AMB",8.563,24.2,53.8,1.03789347329822,2.93,13.2601360684141
"163","P-1-20",2,"9/16/2023","E","HEAT","E-HEAT",8.916,23.2,53.4,1.03790545616341,2.93,13.8068576356807
"164","P-1-22",2,"9/16/2023","C","HEAT","C-HEAT",10.238,24.2,53.8,1.03789347329822,2.93,15.8539382305762
"165","P-1-23",2,"9/16/2023","I","HEAT","I-HEAT",9.539,24.1,53.6,1.03777246691832,2.93,14.7705651204017
"166","P-1-24",2,"9/16/2023","G","HEAT","G-HEAT",10.737,25.7,53.7,1.03732537801274,2.93,16.6216684233703
"167","P-1-25",2,"9/16/2023","E","HEAT","E-HEAT",8.98,23.2,53.4,1.03790545616341,2.93,13.9059647340077
"168","P-1-5",2,"9/16/2023","C","HEAT","C-HEAT",8.079,24.2,53.8,1.03789347329822,2.93,12.5106433839446
"169","P-1-6",2,"9/16/2023","I","AMB","I-AMB",9.64,24.1,53.6,1.03777246691832,2.93,14.9269575176299
"170","P-1-7",2,"9/16/2023","I","AMB","I-AMB",8.276,24.1,53.6,1.03777246691832,2.93,12.8148859352599
"171","P-2-1",2,"9/16/2023","C","AMB","C-AMB",12.132,24.2,53.8,1.03789347329822,2.93,18.7868703470746
"172","P-2-10",2,"9/16/2023","I","HEAT","I-HEAT",12.15,24.1,53.6,1.03777246691832,2.93,18.8135408546892
"173","P-2-11",2,"9/16/2023","G","AMB","G-AMB",12.803,25.7,53.7,1.03732537801274,2.93,19.8199889004759
