Date,Time,TANK,LIGHT (PAR)
9/29/2023,20:30,MCAP AMB,0
9/29/2023,20:45,MCAP AMB,0
9/29/2023,21:00,MCAP AMB,0
9/29/2023,21:15,MCAP AMB,0
9/29/2023,21:30,MCAP AMB,0
9/29/2023,21:45,MCAP AMB,0
9/29/2023,22:00,MCAP AMB,0
9/29/2023,22:15,MCAP AMB,0
9/29/2023,22:30,MCAP AMB,0
9/29/2023,22:45,MCAP AMB,0
9/29/2023,23:00,MCAP AMB,0
9/29/2023,23:15,MCAP AMB,0
9/29/2023,23:30,MCAP AMB,0
9/29/2023,23:45,MCAP AMB,0
9/29/2023,0:00,MCAP AMB,0
9/30/2023,0:15,MCAP AMB,0
9/30/2023,0:30,MCAP AMB,0
9/30/2023,0:45,MCAP AMB,0
9/30/2023,1:00,MCAP AMB,0
9/30/2023,1:15,MCAP AMB,0
9/30/2023,1:30,MCAP AMB,0
9/30/2023,1:45,MCAP AMB,0
9/30/2023,2:00,MCAP AMB,0
9/30/2023,2:15,MCAP AMB,0
9/30/2023,2:30,MCAP AMB,0
9/30/2023,2:45,MCAP AMB,0
9/30/2023,3:00,MCAP AMB,0
9/30/2023,3:15,MCAP AMB,0
9/30/2023,3:30,MCAP AMB,0
9/30/2023,3:45,MCAP AMB,0
9/30/2023,4:00,MCAP AMB,0
9/30/2023,4:15,MCAP AMB,0
9/30/2023,4:30,MCAP AMB,0
9/30/2023,4:45,MCAP AMB,0
9/30/2023,5:00,MCAP AMB,0
9/30/2023,5:15,MCAP AMB,0
9/30/2023,5:30,MCAP AMB,0
9/30/2023,5:45,MCAP AMB,0
9/30/2023,6:00,MCAP AMB,0
9/30/2023,6:15,MCAP AMB,0
9/30/2023,6:30,MCAP AMB,0.9
9/30/2023,6:45,MCAP AMB,4.4
9/30/2023,7:00,MCAP AMB,11.2
9/30/2023,7:15,MCAP AMB,24.9
9/30/2023,7:30,MCAP AMB,33.8
9/30/2023,7:45,MCAP AMB,40.7
9/30/2023,8:00,MCAP AMB,52
9/30/2023,8:15,MCAP AMB,69.4
9/30/2023,8:30,MCAP AMB,73.7
9/30/2023,8:45,MCAP AMB,78.1
9/30/2023,9:00,MCAP AMB,94.6
9/30/2023,9:15,MCAP AMB,90.7
9/30/2023,9:30,MCAP AMB,143.8
9/30/2023,9:45,MCAP AMB,216.6
9/30/2023,10:00,MCAP AMB,240
9/30/2023,10:15,MCAP AMB,250.5
9/30/2023,10:30,MCAP AMB,189.9
9/30/2023,10:45,MCAP AMB,206.6
9/30/2023,11:00,MCAP AMB,163.2
9/30/2023,11:15,MCAP AMB,188.8
9/30/2023,11:30,MCAP AMB,191.5
9/30/2023,11:45,MCAP AMB,312.1
9/30/2023,12:00,MCAP AMB,234.4
9/30/2023,12:15,MCAP AMB,278.7
9/30/2023,12:30,MCAP AMB,296.4
9/30/2023,12:45,MCAP AMB,302.5
9/30/2023,13:00,MCAP AMB,275.9
9/30/2023,13:15,MCAP AMB,204.2
9/30/2023,13:30,MCAP AMB,177.6
9/30/2023,13:45,MCAP AMB,128
9/30/2023,14:00,MCAP AMB,116.5
9/30/2023,14:15,MCAP AMB,89.1
9/30/2023,14:30,MCAP AMB,76.3
9/30/2023,14:45,MCAP AMB,68.9
9/30/2023,15:00,MCAP AMB,57.5
9/30/2023,15:15,MCAP AMB,65.1
9/30/2023,15:30,MCAP AMB,67.7
9/30/2023,15:45,MCAP AMB,114.7
9/30/2023,16:00,MCAP AMB,45.1
9/30/2023,16:15,MCAP AMB,35.1
9/30/2023,16:30,MCAP AMB,35.1
9/30/2023,16:45,MCAP AMB,29.6
9/30/2023,17:00,MCAP AMB,29.3
9/30/2023,17:15,MCAP AMB,24.1
9/30/2023,17:30,MCAP AMB,28
9/30/2023,17:45,MCAP AMB,13.3
9/30/2023,18:00,MCAP AMB,10
9/30/2023,18:15,MCAP AMB,3.9
9/30/2023,18:30,MCAP AMB,1.1
9/30/2023,18:45,MCAP AMB,0
9/30/2023,19:00,MCAP AMB,0
9/30/2023,19:15,MCAP AMB,0
9/30/2023,19:30,MCAP AMB,0
9/30/2023,19:45,MCAP AMB,0
9/30/2023,20:00,MCAP AMB,0
9/30/2023,20:15,MCAP AMB,0
9/30/2023,20:30,MCAP AMB,0
9/30/2023,20:45,MCAP AMB,0
9/30/2023,21:00,MCAP AMB,0
9/30/2023,21:15,MCAP AMB,0
9/30/2023,21:30,MCAP AMB,0
9/30/2023,21:45,MCAP AMB,0
9/30/2023,22:00,MCAP AMB,0
9/30/2023,22:15,MCAP AMB,0
9/30/2023,22:30,MCAP AMB,0
9/30/2023,22:45,MCAP AMB,0
9/30/2023,23:00,MCAP AMB,0
9/30/2023,23:15,MCAP AMB,0
9/30/2023,23:30,MCAP AMB,0
9/30/2023,23:45,MCAP AMB,0
9/30/2023,0:00,MCAP AMB,0
10/1/2023,0:15,MCAP AMB,0
10/1/2023,0:30,MCAP AMB,0
10/1/2023,0:45,MCAP AMB,0
10/1/2023,1:00,MCAP AMB,0
10/1/2023,1:15,MCAP AMB,0
10/1/2023,1:30,MCAP AMB,0
10/1/2023,1:45,MCAP AMB,0
10/1/2023,2:00,MCAP AMB,0
10/1/2023,2:15,MCAP AMB,0
10/1/2023,2:30,MCAP AMB,0
10/1/2023,2:45,MCAP AMB,0
10/1/2023,3:00,MCAP AMB,0
10/1/2023,3:15,MCAP AMB,0
10/1/2023,3:30,MCAP AMB,0
10/1/2023,3:45,MCAP AMB,0
10/1/2023,4:00,MCAP AMB,0
10/1/2023,4:15,MCAP AMB,0
10/1/2023,4:30,MCAP AMB,0
10/1/2023,4:45,MCAP AMB,0
10/1/2023,5:00,MCAP AMB,0
10/1/2023,5:15,MCAP AMB,0
10/1/2023,5:30,MCAP AMB,0
10/1/2023,5:45,MCAP AMB,0
10/1/2023,6:00,MCAP AMB,0
10/1/2023,6:15,MCAP AMB,0
10/1/2023,6:30,MCAP AMB,1
10/1/2023,6:45,MCAP AMB,5.2
10/1/2023,7:00,MCAP AMB,14.2
10/1/2023,7:15,MCAP AMB,23.8
10/1/2023,7:30,MCAP AMB,33.7
10/1/2023,7:45,MCAP AMB,23.3
10/1/2023,8:00,MCAP AMB,40.8
10/1/2023,8:15,MCAP AMB,58.9
10/1/2023,8:30,MCAP AMB,60.5
10/1/2023,8:45,MCAP AMB,56.1
10/1/2023,9:00,MCAP AMB,61.9
10/1/2023,9:15,MCAP AMB,108.7
10/1/2023,9:30,MCAP AMB,77
10/1/2023,9:45,MCAP AMB,197.4
10/1/2023,10:00,MCAP AMB,247
10/1/2023,10:15,MCAP AMB,262.6
10/1/2023,10:30,MCAP AMB,213.5
10/1/2023,10:45,MCAP AMB,236.1
10/1/2023,11:00,MCAP AMB,207.4
10/1/2023,11:15,MCAP AMB,291.5
10/1/2023,11:30,MCAP AMB,297.4
10/1/2023,11:45,MCAP AMB,250.1
10/1/2023,12:00,MCAP AMB,266.4
10/1/2023,12:15,MCAP AMB,242.4
10/1/2023,12:30,MCAP AMB,256.4
10/1/2023,12:45,MCAP AMB,342.6
10/1/2023,13:00,MCAP AMB,340.2
10/1/2023,13:15,MCAP AMB,248.2
10/1/2023,13:30,MCAP AMB,119.6
10/1/2023,13:45,MCAP AMB,140.8
10/1/2023,14:00,MCAP AMB,139.1
10/1/2023,14:15,MCAP AMB,79.6
10/1/2023,14:30,MCAP AMB,80.9
10/1/2023,14:45,MCAP AMB,63.2
10/1/2023,15:00,MCAP AMB,45.5
10/1/2023,15:15,MCAP AMB,45.9
10/1/2023,15:30,MCAP AMB,156.4
10/1/2023,15:45,MCAP AMB,257.7
10/1/2023,16:00,MCAP AMB,76.4
10/1/2023,16:15,MCAP AMB,57.6
10/1/2023,16:30,MCAP AMB,31.8
10/1/2023,16:45,MCAP AMB,23.6
10/1/2023,17:00,MCAP AMB,20.4
10/1/2023,17:15,MCAP AMB,16.1
10/1/2023,17:30,MCAP AMB,12.8
10/1/2023,17:45,MCAP AMB,10.3
10/1/2023,18:00,MCAP AMB,7.1
10/1/2023,18:15,MCAP AMB,3.2
10/1/2023,18:30,MCAP AMB,0.8
10/1/2023,18:45,MCAP AMB,0
10/1/2023,19:00,MCAP AMB,0
10/1/2023,19:15,MCAP AMB,0
10/1/2023,19:30,MCAP AMB,0
10/1/2023,19:45,MCAP AMB,0
10/1/2023,20:00,MCAP AMB,0
10/1/2023,20:15,MCAP AMB,0
10/1/2023,20:30,MCAP AMB,0
10/1/2023,20:45,MCAP AMB,0
10/1/2023,21:00,MCAP AMB,0
10/1/2023,21:15,MCAP AMB,0
10/1/2023,21:30,MCAP AMB,0
10/1/2023,21:45,MCAP AMB,0
10/1/2023,22:00,MCAP AMB,0
10/1/2023,22:15,MCAP AMB,0
10/1/2023,22:30,MCAP AMB,0
10/1/2023,22:45,MCAP AMB,0
10/1/2023,23:00,MCAP AMB,0
10/1/2023,23:15,MCAP AMB,0
10/1/2023,23:30,MCAP AMB,0
10/1/2023,23:45,MCAP AMB,0
10/1/2023,0:00,MCAP AMB,0
10/2/2023,0:15,MCAP AMB,0
10/2/2023,0:30,MCAP AMB,0
10/2/2023,0:45,MCAP AMB,0
10/2/2023,1:00,MCAP AMB,0
10/2/2023,1:15,MCAP AMB,0
10/2/2023,1:30,MCAP AMB,0
10/2/2023,1:45,MCAP AMB,0
10/2/2023,2:00,MCAP AMB,0
10/2/2023,2:15,MCAP AMB,0
10/2/2023,2:30,MCAP AMB,0
10/2/2023,2:45,MCAP AMB,0
10/2/2023,3:00,MCAP AMB,0
10/2/2023,3:15,MCAP AMB,0
10/2/2023,3:30,MCAP AMB,0
10/2/2023,3:45,MCAP AMB,0
10/2/2023,4:00,MCAP AMB,0
10/2/2023,4:15,MCAP AMB,0
10/2/2023,4:30,MCAP AMB,0
10/2/2023,4:45,MCAP AMB,0
10/2/2023,5:00,MCAP AMB,0
10/2/2023,5:15,MCAP AMB,0
10/2/2023,5:30,MCAP AMB,0
10/2/2023,5:45,MCAP AMB,0
10/2/2023,6:00,MCAP AMB,0
10/2/2023,6:15,MCAP AMB,0
10/2/2023,6:30,MCAP AMB,0.5
10/2/2023,6:45,MCAP AMB,3.5
10/2/2023,7:00,MCAP AMB,10.5
10/2/2023,7:15,MCAP AMB,22.3
10/2/2023,7:30,MCAP AMB,25.6
10/2/2023,7:45,MCAP AMB,40.5
10/2/2023,8:00,MCAP AMB,55.3
10/2/2023,8:15,MCAP AMB,63
10/2/2023,8:30,MCAP AMB,60.3
10/2/2023,8:45,MCAP AMB,61
10/2/2023,9:00,MCAP AMB,74.3
10/2/2023,9:15,MCAP AMB,81.4
10/2/2023,9:30,MCAP AMB,201.5
10/2/2023,9:45,MCAP AMB,171.7
10/2/2023,10:00,MCAP AMB,255
10/2/2023,10:15,MCAP AMB,233.5
10/2/2023,10:30,MCAP AMB,280.5
10/2/2023,10:45,MCAP AMB,276.2
10/2/2023,11:00,MCAP AMB,215.5
10/2/2023,11:15,MCAP AMB,308.9
10/2/2023,11:30,MCAP AMB,334.6
10/2/2023,11:45,MCAP AMB,340.2
10/2/2023,12:00,MCAP AMB,330.1
10/2/2023,12:15,MCAP AMB,244.6
10/2/2023,12:30,MCAP AMB,345.1
10/2/2023,12:45,MCAP AMB,362.5
10/2/2023,13:00,MCAP AMB,390.4
10/2/2023,13:15,MCAP AMB,315.4
10/2/2023,13:30,MCAP AMB,180.2
10/2/2023,13:45,MCAP AMB,105.6
10/2/2023,14:00,MCAP AMB,96.1
10/2/2023,14:15,MCAP AMB,60.4
10/2/2023,14:30,MCAP AMB,38.4
10/2/2023,14:45,MCAP AMB,56.9
10/2/2023,15:00,MCAP AMB,42.7
10/2/2023,15:15,MCAP AMB,53.6
10/2/2023,15:30,MCAP AMB,49.1
10/2/2023,15:45,MCAP AMB,140.1
10/2/2023,16:00,MCAP AMB,41
10/2/2023,16:15,MCAP AMB,30.6
10/2/2023,16:30,MCAP AMB,28.6
10/2/2023,16:45,MCAP AMB,30.5
10/2/2023,17:00,MCAP AMB,22.8
10/2/2023,17:15,MCAP AMB,18.5
10/2/2023,17:30,MCAP AMB,16.1
10/2/2023,17:45,MCAP AMB,11.5
10/2/2023,18:00,MCAP AMB,6
10/2/2023,18:15,MCAP AMB,2.3
10/2/2023,18:30,MCAP AMB,0.5
10/2/2023,18:45,MCAP AMB,0
10/2/2023,19:00,MCAP AMB,0
10/2/2023,19:15,MCAP AMB,0
10/2/2023,19:30,MCAP AMB,0
10/2/2023,19:45,MCAP AMB,0
10/2/2023,20:00,MCAP AMB,0
10/2/2023,20:15,MCAP AMB,0
10/2/2023,20:30,MCAP AMB,0
10/2/2023,20:45,MCAP AMB,0
10/2/2023,21:00,MCAP AMB,0
10/2/2023,21:15,MCAP AMB,0
10/2/2023,21:30,MCAP AMB,0
10/2/2023,21:45,MCAP AMB,0
10/2/2023,22:00,MCAP AMB,0
10/2/2023,22:15,MCAP AMB,0
10/2/2023,22:30,MCAP AMB,0
10/2/2023,22:45,MCAP AMB,0
10/2/2023,23:00,MCAP AMB,0
10/2/2023,23:15,MCAP AMB,0
10/2/2023,23:30,MCAP AMB,0
10/2/2023,23:45,MCAP AMB,0
10/2/2023,0:00,MCAP AMB,0
10/3/2023,0:15,MCAP AMB,0
10/3/2023,0:30,MCAP AMB,0
10/3/2023,0:45,MCAP AMB,0
10/3/2023,1:00,MCAP AMB,0
10/3/2023,1:15,MCAP AMB,0
10/3/2023,1:30,MCAP AMB,0
10/3/2023,1:45,MCAP AMB,0
10/3/2023,2:00,MCAP AMB,0
10/3/2023,2:15,MCAP AMB,0
10/3/2023,2:30,MCAP AMB,0
10/3/2023,2:45,MCAP AMB,0
10/3/2023,3:00,MCAP AMB,0
10/3/2023,3:15,MCAP AMB,0
10/3/2023,3:30,MCAP AMB,0
10/3/2023,3:45,MCAP AMB,0
10/3/2023,4:00,MCAP AMB,0
10/3/2023,4:15,MCAP AMB,0
10/3/2023,4:30,MCAP AMB,0
10/3/2023,4:45,MCAP AMB,0
10/3/2023,5:00,MCAP AMB,0
10/3/2023,5:15,MCAP AMB,0
10/3/2023,5:30,MCAP AMB,0
10/3/2023,5:45,MCAP AMB,0
10/3/2023,6:00,MCAP AMB,0
10/3/2023,6:15,MCAP AMB,0
10/3/2023,6:30,MCAP AMB,0.4
10/3/2023,6:45,MCAP AMB,4
10/3/2023,7:00,MCAP AMB,7.8
10/3/2023,7:15,MCAP AMB,15.8
10/3/2023,7:30,MCAP AMB,24.1
10/3/2023,7:45,MCAP AMB,32.8
10/3/2023,8:00,MCAP AMB,43.7
10/3/2023,8:15,MCAP AMB,47.8
10/3/2023,8:30,MCAP AMB,50.8
10/3/2023,8:45,MCAP AMB,51.6
10/3/2023,9:00,MCAP AMB,57.2
10/3/2023,9:15,MCAP AMB,94.8
10/3/2023,9:30,MCAP AMB,119.2
10/3/2023,9:45,MCAP AMB,128.3
10/3/2023,10:00,MCAP AMB,176.7
10/3/2023,10:15,MCAP AMB,239.1
10/3/2023,10:30,MCAP AMB,179.7
10/3/2023,10:45,MCAP AMB,172.1
10/3/2023,11:00,MCAP AMB,133.9
10/3/2023,11:15,MCAP AMB,215.6
10/3/2023,11:30,MCAP AMB,316
10/3/2023,11:45,MCAP AMB,316.2
10/3/2023,12:00,MCAP AMB,177.6
10/3/2023,12:15,MCAP AMB,261
10/3/2023,12:30,MCAP AMB,243.4
10/3/2023,12:45,MCAP AMB,138.1
10/3/2023,13:00,MCAP AMB,126.7
10/3/2023,13:15,MCAP AMB,185.2
10/3/2023,13:30,MCAP AMB,106.7
10/3/2023,13:45,MCAP AMB,130.3
10/3/2023,14:00,MCAP AMB,109.4
10/3/2023,14:15,MCAP AMB,110.6
10/3/2023,14:30,MCAP AMB,67.3
10/3/2023,14:45,MCAP AMB,60.9
10/3/2023,15:00,MCAP AMB,61.3
10/3/2023,15:15,MCAP AMB,57.2
10/3/2023,15:30,MCAP AMB,57.3
10/3/2023,15:45,MCAP AMB,61.2
10/3/2023,16:00,MCAP AMB,57.2
10/3/2023,16:15,MCAP AMB,58.6
10/3/2023,16:30,MCAP AMB,44.4
10/3/2023,16:45,MCAP AMB,38.5
10/3/2023,17:00,MCAP AMB,28.9
10/3/2023,17:15,MCAP AMB,24.6
10/3/2023,17:30,MCAP AMB,19.2
10/3/2023,17:45,MCAP AMB,11.3
10/3/2023,18:00,MCAP AMB,6.8
10/3/2023,18:15,MCAP AMB,2.7
10/3/2023,18:30,MCAP AMB,0.7
10/3/2023,18:45,MCAP AMB,0
10/3/2023,19:00,MCAP AMB,0
10/3/2023,19:15,MCAP AMB,0
10/3/2023,19:30,MCAP AMB,0
10/3/2023,19:45,MCAP AMB,0
10/3/2023,20:00,MCAP AMB,0
10/3/2023,20:15,MCAP AMB,0
10/3/2023,20:30,MCAP AMB,0
10/3/2023,20:45,MCAP AMB,0
10/3/2023,21:00,MCAP AMB,0
10/3/2023,21:15,MCAP AMB,0
10/3/2023,21:30,MCAP AMB,0
10/3/2023,21:45,MCAP AMB,0
10/3/2023,22:00,MCAP AMB,0
10/3/2023,22:15,MCAP AMB,0
10/3/2023,22:30,MCAP AMB,0
10/3/2023,22:45,MCAP AMB,0
10/3/2023,23:00,MCAP AMB,0
10/3/2023,23:15,MCAP AMB,0
10/3/2023,23:30,MCAP AMB,0
10/3/2023,23:45,MCAP AMB,0
10/3/2023,0:00,MCAP AMB,0
10/4/2023,0:15,MCAP AMB,0
10/4/2023,0:30,MCAP AMB,0
10/4/2023,0:45,MCAP AMB,0
10/4/2023,1:00,MCAP AMB,0
10/4/2023,1:15,MCAP AMB,0
10/4/2023,1:30,MCAP AMB,0
10/4/2023,1:45,MCAP AMB,0
10/4/2023,2:00,MCAP AMB,0
10/4/2023,2:15,MCAP AMB,0
10/4/2023,2:30,MCAP AMB,0
10/4/2023,2:45,MCAP AMB,0
10/4/2023,3:00,MCAP AMB,0
10/4/2023,3:15,MCAP AMB,0
10/4/2023,3:30,MCAP AMB,0
10/4/2023,3:45,MCAP AMB,0
10/4/2023,4:00,MCAP AMB,0
10/4/2023,4:15,MCAP AMB,0
10/4/2023,4:30,MCAP AMB,0
10/4/2023,4:45,MCAP AMB,0
10/4/2023,5:00,MCAP AMB,0
10/4/2023,5:15,MCAP AMB,0
10/4/2023,5:30,MCAP AMB,0
10/4/2023,5:45,MCAP AMB,0
10/4/2023,6:00,MCAP AMB,0
10/4/2023,6:15,MCAP AMB,0
10/4/2023,6:30,MCAP AMB,1.1
10/4/2023,6:45,MCAP AMB,5.7
10/4/2023,7:00,MCAP AMB,14.6
10/4/2023,7:15,MCAP AMB,37.8
10/4/2023,7:30,MCAP AMB,95.9
10/4/2023,7:45,MCAP AMB,120.5
10/4/2023,8:00,MCAP AMB,61.2
10/4/2023,8:15,MCAP AMB,172.9
10/4/2023,8:30,MCAP AMB,103.7
10/4/2023,8:45,MCAP AMB,85.5
10/4/2023,9:00,MCAP AMB,91.3
10/4/2023,9:15,MCAP AMB,90.1
10/4/2023,9:30,MCAP AMB,95.1
10/4/2023,9:45,MCAP AMB,126.3
10/4/2023,10:00,MCAP AMB,126.3
10/4/2023,10:15,MCAP AMB,106.9
10/4/2023,10:30,MCAP AMB,134.4
10/4/2023,10:45,MCAP AMB,202.8
10/4/2023,11:00,MCAP AMB,230
10/4/2023,11:15,MCAP AMB,302.7
10/4/2023,11:30,MCAP AMB,326.4
10/4/2023,11:45,MCAP AMB,345.5
10/4/2023,12:00,MCAP AMB,354.8
10/4/2023,12:15,MCAP AMB,342.1
10/4/2023,12:30,MCAP AMB,280.7
10/4/2023,12:45,MCAP AMB,185.1
10/4/2023,13:00,MCAP AMB,138
10/4/2023,13:15,MCAP AMB,212.6
10/4/2023,13:30,MCAP AMB,303.8
10/4/2023,13:45,MCAP AMB,348.2
10/4/2023,14:00,MCAP AMB,207.6
10/4/2023,14:15,MCAP AMB,153.9
10/4/2023,14:30,MCAP AMB,99.5
10/4/2023,14:45,MCAP AMB,59.8
10/4/2023,15:00,MCAP AMB,41
10/4/2023,15:15,MCAP AMB,39.5
10/4/2023,15:30,MCAP AMB,62.9
10/4/2023,15:45,MCAP AMB,88.1
10/4/2023,16:00,MCAP AMB,63.2
10/4/2023,16:15,MCAP AMB,53.6
10/4/2023,16:30,MCAP AMB,43.6
10/4/2023,16:45,MCAP AMB,43.8
10/4/2023,17:00,MCAP AMB,41.2
10/4/2023,17:15,MCAP AMB,37.1
10/4/2023,17:30,MCAP AMB,24.1
10/4/2023,17:45,MCAP AMB,17.6
10/4/2023,18:00,MCAP AMB,6.8
10/4/2023,18:15,MCAP AMB,3.2
10/4/2023,18:30,MCAP AMB,0.8
10/4/2023,18:45,MCAP AMB,0
10/4/2023,19:00,MCAP AMB,0
10/4/2023,19:15,MCAP AMB,0
10/4/2023,19:30,MCAP AMB,0
10/4/2023,19:45,MCAP AMB,0
10/4/2023,20:00,MCAP AMB,0
10/4/2023,20:15,MCAP AMB,0
10/4/2023,20:30,MCAP AMB,0
10/4/2023,20:45,MCAP AMB,0
10/4/2023,21:00,MCAP AMB,0
10/4/2023,21:15,MCAP AMB,0
10/4/2023,21:30,MCAP AMB,0
10/4/2023,21:45,MCAP AMB,0
10/4/2023,22:00,MCAP AMB,0
10/4/2023,22:15,MCAP AMB,0
10/4/2023,22:30,MCAP AMB,0
10/4/2023,22:45,MCAP AMB,0
10/4/2023,23:00,MCAP AMB,0
10/4/2023,23:15,MCAP AMB,0
10/4/2023,23:30,MCAP AMB,0
10/4/2023,23:45,MCAP AMB,0
10/4/2023,0:00,MCAP AMB,0
10/5/2023,0:15,MCAP AMB,0
10/5/2023,0:30,MCAP AMB,0
10/5/2023,0:45,MCAP AMB,0
10/5/2023,1:00,MCAP AMB,0
10/5/2023,1:15,MCAP AMB,0
10/5/2023,1:30,MCAP AMB,0
10/5/2023,1:45,MCAP AMB,0
10/5/2023,2:00,MCAP AMB,0
10/5/2023,2:15,MCAP AMB,0
10/5/2023,2:30,MCAP AMB,0
10/5/2023,2:45,MCAP AMB,0
10/5/2023,3:00,MCAP AMB,0
10/5/2023,3:15,MCAP AMB,0
10/5/2023,3:30,MCAP AMB,0
10/5/2023,3:45,MCAP AMB,0
10/5/2023,4:00,MCAP AMB,0
10/5/2023,4:15,MCAP AMB,0
10/5/2023,4:30,MCAP AMB,0
10/5/2023,4:45,MCAP AMB,0
10/5/2023,5:00,MCAP AMB,0
10/5/2023,5:15,MCAP AMB,0
10/5/2023,5:30,MCAP AMB,0
10/5/2023,5:45,MCAP AMB,0
10/5/2023,6:00,MCAP AMB,0
10/5/2023,6:15,MCAP AMB,0
10/5/2023,6:30,MCAP AMB,1.1
10/5/2023,6:45,MCAP AMB,6.1
10/5/2023,7:00,MCAP AMB,16.5
10/5/2023,7:15,MCAP AMB,39.1
10/5/2023,7:30,MCAP AMB,84.7
10/5/2023,7:45,MCAP AMB,50.7
10/5/2023,8:00,MCAP AMB,82.2
10/5/2023,8:15,MCAP AMB,170.8
10/5/2023,8:30,MCAP AMB,106.2
10/5/2023,8:45,MCAP AMB,86.4
10/5/2023,9:00,MCAP AMB,107.9
10/5/2023,9:15,MCAP AMB,135.6
10/5/2023,9:30,MCAP AMB,125.8
10/5/2023,9:45,MCAP AMB,116.8
10/5/2023,10:00,MCAP AMB,138.2
10/5/2023,10:15,MCAP AMB,149.7
10/5/2023,10:30,MCAP AMB,139.1
10/5/2023,10:45,MCAP AMB,203.8
10/5/2023,11:00,MCAP AMB,238
10/5/2023,11:15,MCAP AMB,299.8
10/5/2023,11:30,MCAP AMB,317.4
10/5/2023,11:45,MCAP AMB,341.6
10/5/2023,12:00,MCAP AMB,346.3
10/5/2023,12:15,MCAP AMB,333.4
10/5/2023,12:30,MCAP AMB,260.5
10/5/2023,12:45,MCAP AMB,165
10/5/2023,13:00,MCAP AMB,136.3
10/5/2023,13:15,MCAP AMB,210.6
10/5/2023,13:30,MCAP AMB,302.1
10/5/2023,13:45,MCAP AMB,347.4
10/5/2023,14:00,MCAP AMB,230
10/5/2023,14:15,MCAP AMB,100.6
10/5/2023,14:30,MCAP AMB,78
10/5/2023,14:45,MCAP AMB,93.4
10/5/2023,15:00,MCAP AMB,96.6
10/5/2023,15:15,MCAP AMB,61.7
10/5/2023,15:30,MCAP AMB,65.8
10/5/2023,15:45,MCAP AMB,106.1
10/5/2023,16:00,MCAP AMB,81.2
10/5/2023,16:15,MCAP AMB,56.1
10/5/2023,16:30,MCAP AMB,50.7
10/5/2023,16:45,MCAP AMB,33
10/5/2023,17:00,MCAP AMB,21.9
10/5/2023,17:15,MCAP AMB,18.3
10/5/2023,17:30,MCAP AMB,13.8
10/5/2023,17:45,MCAP AMB,9.8
10/5/2023,18:00,MCAP AMB,5
10/5/2023,18:15,MCAP AMB,1.9
10/5/2023,18:30,MCAP AMB,0.4
10/5/2023,18:45,MCAP AMB,0
10/5/2023,19:00,MCAP AMB,0
10/5/2023,19:15,MCAP AMB,0
10/5/2023,19:30,MCAP AMB,0
10/5/2023,19:45,MCAP AMB,0
10/5/2023,20:00,MCAP AMB,0
10/5/2023,20:15,MCAP AMB,0
10/5/2023,20:30,MCAP AMB,0
10/5/2023,20:45,MCAP AMB,0
10/5/2023,21:00,MCAP AMB,0
10/5/2023,21:15,MCAP AMB,0
10/5/2023,21:30,MCAP AMB,0
10/5/2023,21:45,MCAP AMB,0
10/5/2023,22:00,MCAP AMB,0
10/5/2023,22:15,MCAP AMB,0
10/5/2023,22:30,MCAP AMB,0
10/5/2023,22:45,MCAP AMB,0
10/5/2023,23:00,MCAP AMB,0
10/5/2023,23:15,MCAP AMB,0
10/5/2023,23:30,MCAP AMB,0
10/5/2023,23:45,MCAP AMB,0
10/5/2023,0:00,MCAP AMB,0
10/6/2023,0:15,MCAP AMB,0
10/6/2023,0:30,MCAP AMB,0
10/6/2023,0:45,MCAP AMB,0
10/6/2023,1:00,MCAP AMB,0
10/6/2023,1:15,MCAP AMB,0
10/6/2023,1:30,MCAP AMB,0
10/6/2023,1:45,MCAP AMB,0
10/6/2023,2:00,MCAP AMB,0
10/6/2023,2:15,MCAP AMB,0
10/6/2023,2:30,MCAP AMB,0
10/6/2023,2:45,MCAP AMB,0
10/6/2023,3:00,MCAP AMB,0
10/6/2023,3:15,MCAP AMB,0
10/6/2023,3:30,MCAP AMB,0
10/6/2023,3:45,MCAP AMB,0
10/6/2023,4:00,MCAP AMB,0
10/6/2023,4:15,MCAP AMB,0
10/6/2023,4:30,MCAP AMB,0
10/6/2023,4:45,MCAP AMB,0
10/6/2023,5:00,MCAP AMB,0
10/6/2023,5:15,MCAP AMB,0
10/6/2023,5:30,MCAP AMB,0
10/6/2023,5:45,MCAP AMB,0
10/6/2023,6:00,MCAP AMB,0
10/6/2023,6:15,MCAP AMB,0
10/6/2023,6:30,MCAP AMB,0.8
10/6/2023,6:45,MCAP AMB,3.4
10/6/2023,7:00,MCAP AMB,6.8
10/6/2023,7:15,MCAP AMB,13.5
10/6/2023,7:30,MCAP AMB,75.1
10/6/2023,7:45,MCAP AMB,63.7
10/6/2023,8:00,MCAP AMB,100.3
10/6/2023,8:15,MCAP AMB,146.8
10/6/2023,8:30,MCAP AMB,97.8
10/6/2023,8:45,MCAP AMB,57.1
10/6/2023,9:00,MCAP AMB,46.5
10/6/2023,9:15,MCAP AMB,81
10/6/2023,9:30,MCAP AMB,43.2
10/6/2023,9:45,MCAP AMB,57.7
10/6/2023,10:00,MCAP AMB,36.7
10/6/2023,10:15,MCAP AMB,51.5
10/6/2023,10:30,MCAP AMB,91.2
10/6/2023,10:45,MCAP AMB,149.7
10/6/2023,11:00,MCAP AMB,72.1
10/6/2023,11:15,MCAP AMB,158.3
10/6/2023,11:30,MCAP AMB,186.9
10/6/2023,11:45,MCAP AMB,241.8
