Date,Time,TANK,LIGHT (PAR)
9/8/2023,9:00,PCOM AMB,225.4
9/8/2023,9:15,PCOM AMB,172.1
9/8/2023,9:30,PCOM AMB,277.2
9/8/2023,9:45,PCOM AMB,328.8
9/8/2023,10:00,PCOM AMB,361.1
9/8/2023,10:15,PCOM AMB,663.2
9/8/2023,10:30,PCOM AMB,856.5
9/8/2023,10:45,PCOM AMB,561.7
9/8/2023,11:00,PCOM AMB,286.1
9/8/2023,11:15,PCOM AMB,344.3
9/8/2023,11:30,PCOM AMB,364.5
9/8/2023,11:45,PCOM AMB,370
9/8/2023,12:00,PCOM AMB,369.6
9/8/2023,12:15,PCOM AMB,359.2
9/8/2023,12:30,PCOM AMB,170.4
9/8/2023,12:45,PCOM AMB,173.9
9/8/2023,13:00,PCOM AMB,131.4
9/8/2023,13:15,PCOM AMB,105.8
9/8/2023,13:30,PCOM AMB,285
9/8/2023,13:45,PCOM AMB,114.3
9/8/2023,14:00,PCOM AMB,96.8
9/8/2023,14:15,PCOM AMB,160.8
9/8/2023,14:30,PCOM AMB,75.3
9/8/2023,14:45,PCOM AMB,100.9
9/8/2023,15:00,PCOM AMB,115.3
9/8/2023,15:15,PCOM AMB,103
9/8/2023,15:30,PCOM AMB,64.4
9/8/2023,15:45,PCOM AMB,84.3
9/8/2023,16:00,PCOM AMB,79.2
9/8/2023,16:15,PCOM AMB,53.5
9/8/2023,16:30,PCOM AMB,22.7
9/8/2023,16:45,PCOM AMB,21.9
9/8/2023,17:00,PCOM AMB,22.7
9/8/2023,17:15,PCOM AMB,25.6
9/8/2023,17:30,PCOM AMB,28.9
9/8/2023,17:45,PCOM AMB,24.2
9/8/2023,18:00,PCOM AMB,16.8
9/8/2023,18:15,PCOM AMB,14.1
9/8/2023,18:30,PCOM AMB,9.1
9/8/2023,18:45,PCOM AMB,2.7
9/8/2023,19:00,PCOM AMB,0.4
9/8/2023,19:15,PCOM AMB,0
9/8/2023,19:30,PCOM AMB,0
9/8/2023,19:45,PCOM AMB,0
9/8/2023,20:00,PCOM AMB,0
9/8/2023,20:15,PCOM AMB,0
9/8/2023,20:30,PCOM AMB,0
9/8/2023,20:45,PCOM AMB,0
9/8/2023,21:00,PCOM AMB,0
9/8/2023,21:15,PCOM AMB,0
9/8/2023,21:30,PCOM AMB,0
9/8/2023,21:45,PCOM AMB,0
9/8/2023,22:00,PCOM AMB,0
9/8/2023,22:15,PCOM AMB,0
9/8/2023,22:30,PCOM AMB,0
9/8/2023,22:45,PCOM AMB,0
9/8/2023,23:00,PCOM AMB,0
9/8/2023,23:15,PCOM AMB,0
9/8/2023,23:30,PCOM AMB,0
9/8/2023,23:45,PCOM AMB,0
9/8/2023,0:00,PCOM AMB,0
9/9/2023,0:15,PCOM AMB,0
9/9/2023,0:30,PCOM AMB,0
9/9/2023,0:45,PCOM AMB,0
9/9/2023,1:00,PCOM AMB,0
9/9/2023,1:15,PCOM AMB,0
9/9/2023,1:30,PCOM AMB,0
9/9/2023,1:45,PCOM AMB,0
9/9/2023,2:00,PCOM AMB,0
9/9/2023,2:15,PCOM AMB,0
9/9/2023,2:30,PCOM AMB,0
9/9/2023,2:45,PCOM AMB,0
9/9/2023,3:00,PCOM AMB,0
9/9/2023,3:15,PCOM AMB,0
9/9/2023,3:30,PCOM AMB,0
9/9/2023,3:45,PCOM AMB,0
9/9/2023,4:00,PCOM AMB,0
9/9/2023,4:15,PCOM AMB,0
9/9/2023,4:30,PCOM AMB,0
9/9/2023,4:45,PCOM AMB,0
9/9/2023,5:00,PCOM AMB,0
9/9/2023,5:15,PCOM AMB,0
9/9/2023,5:30,PCOM AMB,0
9/9/2023,5:45,PCOM AMB,0
9/9/2023,6:00,PCOM AMB,0
9/9/2023,6:15,PCOM AMB,0.2
9/9/2023,6:30,PCOM AMB,2.6
9/9/2023,6:45,PCOM AMB,12.5
9/9/2023,7:00,PCOM AMB,30.8
9/9/2023,7:15,PCOM AMB,35.6
9/9/2023,7:30,PCOM AMB,26.7
9/9/2023,7:45,PCOM AMB,45
9/9/2023,8:00,PCOM AMB,165.9
9/9/2023,8:15,PCOM AMB,141.8
9/9/2023,8:30,PCOM AMB,149.6
9/9/2023,8:45,PCOM AMB,148.8
9/9/2023,9:00,PCOM AMB,205.8
9/9/2023,9:15,PCOM AMB,409
9/9/2023,9:30,PCOM AMB,344.8
9/9/2023,9:45,PCOM AMB,156.5
9/9/2023,10:00,PCOM AMB,256.1
9/9/2023,10:15,PCOM AMB,638.8
9/9/2023,10:30,PCOM AMB,424.3
9/9/2023,10:45,PCOM AMB,353.8
9/9/2023,11:00,PCOM AMB,120.6
9/9/2023,11:15,PCOM AMB,147.3
9/9/2023,11:30,PCOM AMB,268.4
9/9/2023,11:45,PCOM AMB,155.6
9/9/2023,12:00,PCOM AMB,166.3
9/9/2023,12:15,PCOM AMB,179.7
9/9/2023,12:30,PCOM AMB,180.8
9/9/2023,12:45,PCOM AMB,115.3
9/9/2023,13:00,PCOM AMB,123.9
9/9/2023,13:15,PCOM AMB,156.7
9/9/2023,13:30,PCOM AMB,88.3
9/9/2023,13:45,PCOM AMB,158
9/9/2023,14:00,PCOM AMB,135.2
9/9/2023,14:15,PCOM AMB,177.3
9/9/2023,14:30,PCOM AMB,149.8
9/9/2023,14:45,PCOM AMB,82.4
9/9/2023,15:00,PCOM AMB,112.9
9/9/2023,15:15,PCOM AMB,55.4
9/9/2023,15:30,PCOM AMB,57.5
9/9/2023,15:45,PCOM AMB,90.1
9/9/2023,16:00,PCOM AMB,66.8
9/9/2023,16:15,PCOM AMB,83.2
9/9/2023,16:30,PCOM AMB,75.9
9/9/2023,16:45,PCOM AMB,64.4
9/9/2023,17:00,PCOM AMB,65.2
9/9/2023,17:15,PCOM AMB,62.5
9/9/2023,17:30,PCOM AMB,38.1
9/9/2023,17:45,PCOM AMB,32.1
9/9/2023,18:00,PCOM AMB,15.4
9/9/2023,18:15,PCOM AMB,14.9
9/9/2023,18:30,PCOM AMB,9
9/9/2023,18:45,PCOM AMB,2.6
9/9/2023,19:00,PCOM AMB,0.3
9/9/2023,19:15,PCOM AMB,0
9/9/2023,19:30,PCOM AMB,0
9/9/2023,19:45,PCOM AMB,0
9/9/2023,20:00,PCOM AMB,0
9/9/2023,20:15,PCOM AMB,0
9/9/2023,20:30,PCOM AMB,0
9/9/2023,20:45,PCOM AMB,0
9/9/2023,21:00,PCOM AMB,0
9/9/2023,21:15,PCOM AMB,0
9/9/2023,21:30,PCOM AMB,0
9/9/2023,21:45,PCOM AMB,0
9/9/2023,22:00,PCOM AMB,0
9/9/2023,22:15,PCOM AMB,0
9/9/2023,22:30,PCOM AMB,0
9/9/2023,22:45,PCOM AMB,0
9/9/2023,23:00,PCOM AMB,0
9/9/2023,23:15,PCOM AMB,0
9/9/2023,23:30,PCOM AMB,0
9/9/2023,23:45,PCOM AMB,0
9/9/2023,0:00,PCOM AMB,0
9/10/2023,0:15,PCOM AMB,0
9/10/2023,0:30,PCOM AMB,0
9/10/2023,0:45,PCOM AMB,0
9/10/2023,1:00,PCOM AMB,0
9/10/2023,1:15,PCOM AMB,0
9/10/2023,1:30,PCOM AMB,0
9/10/2023,1:45,PCOM AMB,0
9/10/2023,2:00,PCOM AMB,0
9/10/2023,2:15,PCOM AMB,0
9/10/2023,2:30,PCOM AMB,0
9/10/2023,2:45,PCOM AMB,0
9/10/2023,3:00,PCOM AMB,0
9/10/2023,3:15,PCOM AMB,0
9/10/2023,3:30,PCOM AMB,0
9/10/2023,3:45,PCOM AMB,0
9/10/2023,4:00,PCOM AMB,0
9/10/2023,4:15,PCOM AMB,0
9/10/2023,4:30,PCOM AMB,0
9/10/2023,4:45,PCOM AMB,0
9/10/2023,5:00,PCOM AMB,0
9/10/2023,5:15,PCOM AMB,0
9/10/2023,5:30,PCOM AMB,0
9/10/2023,5:45,PCOM AMB,0
9/10/2023,6:00,PCOM AMB,0
9/10/2023,6:15,PCOM AMB,0.2
9/10/2023,6:30,PCOM AMB,1.7
9/10/2023,6:45,PCOM AMB,11.2
9/10/2023,7:00,PCOM AMB,31.6
9/10/2023,7:15,PCOM AMB,46
9/10/2023,7:30,PCOM AMB,54.4
9/10/2023,7:45,PCOM AMB,72.9
9/10/2023,8:00,PCOM AMB,99.9
9/10/2023,8:15,PCOM AMB,62.5
9/10/2023,8:30,PCOM AMB,108.9
9/10/2023,8:45,PCOM AMB,97.8
9/10/2023,9:00,PCOM AMB,190.5
9/10/2023,9:15,PCOM AMB,232.9
9/10/2023,9:30,PCOM AMB,246.5
9/10/2023,9:45,PCOM AMB,106.4
9/10/2023,10:00,PCOM AMB,240.7
9/10/2023,10:15,PCOM AMB,671.1
9/10/2023,10:30,PCOM AMB,845.4
9/10/2023,10:45,PCOM AMB,518.7
9/10/2023,11:00,PCOM AMB,680.6
9/10/2023,11:15,PCOM AMB,305.9
9/10/2023,11:30,PCOM AMB,314.9
9/10/2023,11:45,PCOM AMB,325.7
9/10/2023,12:00,PCOM AMB,310
9/10/2023,12:15,PCOM AMB,317.8
9/10/2023,12:30,PCOM AMB,346.4
9/10/2023,12:45,PCOM AMB,336.1
9/10/2023,13:00,PCOM AMB,289.3
9/10/2023,13:15,PCOM AMB,330.8
9/10/2023,13:30,PCOM AMB,338.3
9/10/2023,13:45,PCOM AMB,251.6
9/10/2023,14:00,PCOM AMB,157.1
9/10/2023,14:15,PCOM AMB,251.7
9/10/2023,14:30,PCOM AMB,173.6
9/10/2023,14:45,PCOM AMB,147.9
9/10/2023,15:00,PCOM AMB,96.1
9/10/2023,15:15,PCOM AMB,72.4
9/10/2023,15:30,PCOM AMB,42.1
9/10/2023,15:45,PCOM AMB,42.7
9/10/2023,16:00,PCOM AMB,45.4
9/10/2023,16:15,PCOM AMB,37.8
9/10/2023,16:30,PCOM AMB,19.3
9/10/2023,16:45,PCOM AMB,19.9
9/10/2023,17:00,PCOM AMB,24.1
9/10/2023,17:15,PCOM AMB,17.2
9/10/2023,17:30,PCOM AMB,21.7
9/10/2023,17:45,PCOM AMB,18.4
9/10/2023,18:00,PCOM AMB,15.6
9/10/2023,18:15,PCOM AMB,11.8
9/10/2023,18:30,PCOM AMB,6.3
9/10/2023,18:45,PCOM AMB,2.2
9/10/2023,19:00,PCOM AMB,0.3
9/10/2023,19:15,PCOM AMB,0
9/10/2023,19:30,PCOM AMB,0
9/10/2023,19:45,PCOM AMB,0
9/10/2023,20:00,PCOM AMB,0
9/10/2023,20:15,PCOM AMB,0
9/10/2023,20:30,PCOM AMB,0
9/10/2023,20:45,PCOM AMB,0
9/10/2023,21:00,PCOM AMB,0
9/10/2023,21:15,PCOM AMB,0
9/10/2023,21:30,PCOM AMB,0
9/10/2023,21:45,PCOM AMB,0
9/10/2023,22:00,PCOM AMB,0
9/10/2023,22:15,PCOM AMB,0
9/10/2023,22:30,PCOM AMB,0
9/10/2023,22:45,PCOM AMB,0
9/10/2023,23:00,PCOM AMB,0
9/10/2023,23:15,PCOM AMB,0
9/10/2023,23:30,PCOM AMB,0
9/10/2023,23:45,PCOM AMB,0
9/10/2023,0:00,PCOM AMB,0
9/11/2023,0:15,PCOM AMB,0
9/11/2023,0:30,PCOM AMB,0
9/11/2023,0:45,PCOM AMB,0
9/11/2023,1:00,PCOM AMB,0
9/11/2023,1:15,PCOM AMB,0
9/11/2023,1:30,PCOM AMB,0
9/11/2023,1:45,PCOM AMB,0
9/11/2023,2:00,PCOM AMB,0
9/11/2023,2:15,PCOM AMB,0
9/11/2023,2:30,PCOM AMB,0
9/11/2023,2:45,PCOM AMB,0
9/11/2023,3:00,PCOM AMB,0
9/11/2023,3:15,PCOM AMB,0
9/11/2023,3:30,PCOM AMB,0
9/11/2023,3:45,PCOM AMB,0
9/11/2023,4:00,PCOM AMB,0
9/11/2023,4:15,PCOM AMB,0
9/11/2023,4:30,PCOM AMB,0
9/11/2023,4:45,PCOM AMB,0
9/11/2023,5:00,PCOM AMB,0
9/11/2023,5:15,PCOM AMB,0
9/11/2023,5:30,PCOM AMB,0
9/11/2023,5:45,PCOM AMB,0
9/11/2023,6:00,PCOM AMB,0
9/11/2023,6:15,PCOM AMB,0.3
9/11/2023,6:30,PCOM AMB,2.1
9/11/2023,6:45,PCOM AMB,8
9/11/2023,7:00,PCOM AMB,13.3
9/11/2023,7:15,PCOM AMB,26.8
9/11/2023,7:30,PCOM AMB,61.2
9/11/2023,7:45,PCOM AMB,97.1
9/11/2023,8:00,PCOM AMB,143.7
9/11/2023,8:15,PCOM AMB,123.9
9/11/2023,8:30,PCOM AMB,83.2
9/11/2023,8:45,PCOM AMB,115.4
9/11/2023,9:00,PCOM AMB,206.4
9/11/2023,9:15,PCOM AMB,269.7
9/11/2023,9:30,PCOM AMB,371
9/11/2023,9:45,PCOM AMB,231.4
9/11/2023,10:00,PCOM AMB,241.3
9/11/2023,10:15,PCOM AMB,649
9/11/2023,10:30,PCOM AMB,813.2
9/11/2023,10:45,PCOM AMB,582.2
9/11/2023,11:00,PCOM AMB,552.2
9/11/2023,11:15,PCOM AMB,254.3
9/11/2023,11:30,PCOM AMB,300.2
9/11/2023,11:45,PCOM AMB,325.2
9/11/2023,12:00,PCOM AMB,325.5
9/11/2023,12:15,PCOM AMB,154.4
9/11/2023,12:30,PCOM AMB,248.4
9/11/2023,12:45,PCOM AMB,332.2
9/11/2023,13:00,PCOM AMB,338.1
9/11/2023,13:15,PCOM AMB,333.3
9/11/2023,13:30,PCOM AMB,327.3
9/11/2023,13:45,PCOM AMB,306.2
9/11/2023,14:00,PCOM AMB,303.8
9/11/2023,14:15,PCOM AMB,308.1
9/11/2023,14:30,PCOM AMB,293.4
9/11/2023,14:45,PCOM AMB,198.8
9/11/2023,15:00,PCOM AMB,290.8
9/11/2023,15:15,PCOM AMB,113.2
9/11/2023,15:30,PCOM AMB,64.8
9/11/2023,15:45,PCOM AMB,54.4
9/11/2023,16:00,PCOM AMB,43.9
9/11/2023,16:15,PCOM AMB,59.3
9/11/2023,16:30,PCOM AMB,68
9/11/2023,16:45,PCOM AMB,46.9
9/11/2023,17:00,PCOM AMB,33.5
9/11/2023,17:15,PCOM AMB,29.6
9/11/2023,17:30,PCOM AMB,25.6
9/11/2023,17:45,PCOM AMB,19
9/11/2023,18:00,PCOM AMB,13.2
9/11/2023,18:15,PCOM AMB,7.4
9/11/2023,18:30,PCOM AMB,4.7
9/11/2023,18:45,PCOM AMB,1.7
9/11/2023,19:00,PCOM AMB,0.1
9/11/2023,19:15,PCOM AMB,0
9/11/2023,19:30,PCOM AMB,0
9/11/2023,19:45,PCOM AMB,0
9/11/2023,20:00,PCOM AMB,0
9/11/2023,20:15,PCOM AMB,0
9/11/2023,20:30,PCOM AMB,0
9/11/2023,20:45,PCOM AMB,0
9/11/2023,21:00,PCOM AMB,0
9/11/2023,21:15,PCOM AMB,0
9/11/2023,21:30,PCOM AMB,0
9/11/2023,21:45,PCOM AMB,0
9/11/2023,22:00,PCOM AMB,0
9/11/2023,22:15,PCOM AMB,0
9/11/2023,22:30,PCOM AMB,0
9/11/2023,22:45,PCOM AMB,0
9/11/2023,23:00,PCOM AMB,0
9/11/2023,23:15,PCOM AMB,0
9/11/2023,23:30,PCOM AMB,0
9/11/2023,23:45,PCOM AMB,0
9/11/2023,0:00,PCOM AMB,0
9/12/2023,0:15,PCOM AMB,0
9/12/2023,0:30,PCOM AMB,0
9/12/2023,0:45,PCOM AMB,0
9/12/2023,1:00,PCOM AMB,0
9/12/2023,1:15,PCOM AMB,0
9/12/2023,1:30,PCOM AMB,0
9/12/2023,1:45,PCOM AMB,0
9/12/2023,2:00,PCOM AMB,0
9/12/2023,2:15,PCOM AMB,0
9/12/2023,2:30,PCOM AMB,0
9/12/2023,2:45,PCOM AMB,0
9/12/2023,3:00,PCOM AMB,0
9/12/2023,3:15,PCOM AMB,0
9/12/2023,3:30,PCOM AMB,0
9/12/2023,3:45,PCOM AMB,0
9/12/2023,4:00,PCOM AMB,0
9/12/2023,4:15,PCOM AMB,0
9/12/2023,4:30,PCOM AMB,0
9/12/2023,4:45,PCOM AMB,0
9/12/2023,5:00,PCOM AMB,0
9/12/2023,5:15,PCOM AMB,0
9/12/2023,5:30,PCOM AMB,0
9/12/2023,5:45,PCOM AMB,0
9/12/2023,6:00,PCOM AMB,0
9/12/2023,6:15,PCOM AMB,0.1
9/12/2023,6:30,PCOM AMB,0.8
9/12/2023,6:45,PCOM AMB,3.9
9/12/2023,7:00,PCOM AMB,10.2
9/12/2023,7:15,PCOM AMB,16.8
9/12/2023,7:30,PCOM AMB,25.3
9/12/2023,7:45,PCOM AMB,39.6
9/12/2023,8:00,PCOM AMB,46.2
9/12/2023,8:15,PCOM AMB,62.3
9/12/2023,8:30,PCOM AMB,102.2
9/12/2023,8:45,PCOM AMB,158.1
9/12/2023,9:00,PCOM AMB,160.9
9/12/2023,9:15,PCOM AMB,163.4
9/12/2023,9:30,PCOM AMB,177.6
9/12/2023,9:45,PCOM AMB,254.4
9/12/2023,10:00,PCOM AMB,314
9/12/2023,10:15,PCOM AMB,307.5
9/12/2023,10:30,PCOM AMB,304.6
9/12/2023,10:45,PCOM AMB,466.2
9/12/2023,11:00,PCOM AMB,655.1
9/12/2023,11:15,PCOM AMB,307.1
9/12/2023,11:30,PCOM AMB,329.8
9/12/2023,11:45,PCOM AMB,335.3
9/12/2023,12:00,PCOM AMB,334.8
9/12/2023,12:15,PCOM AMB,356.3
9/12/2023,12:30,PCOM AMB,312.3
9/12/2023,12:45,PCOM AMB,326.9
9/12/2023,13:00,PCOM AMB,243.3
9/12/2023,13:15,PCOM AMB,294.5
9/12/2023,13:30,PCOM AMB,221.2
9/12/2023,13:45,PCOM AMB,118.3
9/12/2023,14:00,PCOM AMB,108.3
9/12/2023,14:15,PCOM AMB,133.3
9/12/2023,14:30,PCOM AMB,104
9/12/2023,14:45,PCOM AMB,120.9
9/12/2023,15:00,PCOM AMB,175
9/12/2023,15:15,PCOM AMB,143.9
9/12/2023,15:30,PCOM AMB,54.5
9/12/2023,15:45,PCOM AMB,46.9
9/12/2023,16:00,PCOM AMB,44.8
9/12/2023,16:15,PCOM AMB,35
9/12/2023,16:30,PCOM AMB,31.8
9/12/2023,16:45,PCOM AMB,24.2
9/12/2023,17:00,PCOM AMB,22.6
9/12/2023,17:15,PCOM AMB,21.1
9/12/2023,17:30,PCOM AMB,14.5
9/12/2023,17:45,PCOM AMB,14.9
9/12/2023,18:00,PCOM AMB,13.2
9/12/2023,18:15,PCOM AMB,6.3
9/12/2023,18:30,PCOM AMB,3.3
9/12/2023,18:45,PCOM AMB,1.2
9/12/2023,19:00,PCOM AMB,0.1
9/12/2023,19:15,PCOM AMB,0
9/12/2023,19:30,PCOM AMB,0
9/12/2023,19:45,PCOM AMB,0
9/12/2023,20:00,PCOM AMB,0
9/12/2023,20:15,PCOM AMB,0
9/12/2023,20:30,PCOM AMB,0
9/12/2023,20:45,PCOM AMB,0
9/12/2023,21:00,PCOM AMB,0
9/12/2023,21:15,PCOM AMB,0
9/12/2023,21:30,PCOM AMB,0
9/12/2023,21:45,PCOM AMB,0
9/12/2023,22:00,PCOM AMB,0
9/12/2023,22:15,PCOM AMB,0
9/12/2023,22:30,PCOM AMB,0
9/12/2023,22:45,PCOM AMB,0
9/12/2023,23:00,PCOM AMB,0
9/12/2023,23:15,PCOM AMB,0
9/12/2023,23:30,PCOM AMB,0
9/12/2023,23:45,PCOM AMB,0
9/12/2023,0:00,PCOM AMB,0
9/13/2023,0:15,PCOM AMB,0
9/13/2023,0:30,PCOM AMB,0
9/13/2023,0:45,PCOM AMB,0
9/13/2023,1:00,PCOM AMB,0
9/13/2023,1:15,PCOM AMB,0
9/13/2023,1:30,PCOM AMB,0
9/13/2023,1:45,PCOM AMB,0
9/13/2023,2:00,PCOM AMB,0
9/13/2023,2:15,PCOM AMB,0
9/13/2023,2:30,PCOM AMB,0
9/13/2023,2:45,PCOM AMB,0
9/13/2023,3:00,PCOM AMB,0
9/13/2023,3:15,PCOM AMB,0
9/13/2023,3:30,PCOM AMB,0
9/13/2023,3:45,PCOM AMB,0
9/13/2023,4:00,PCOM AMB,0
9/13/2023,4:15,PCOM AMB,0
9/13/2023,4:30,PCOM AMB,0
9/13/2023,4:45,PCOM AMB,0
9/13/2023,5:00,PCOM AMB,0
9/13/2023,5:15,PCOM AMB,0
9/13/2023,5:30,PCOM AMB,0
9/13/2023,5:45,PCOM AMB,0
9/13/2023,6:00,PCOM AMB,0
9/13/2023,6:15,PCOM AMB,0.1
9/13/2023,6:30,PCOM AMB,1.5
9/13/2023,6:45,PCOM AMB,8.9
9/13/2023,7:00,PCOM AMB,19.9
9/13/2023,7:15,PCOM AMB,45.3
9/13/2023,7:30,PCOM AMB,95.3
9/13/2023,7:45,PCOM AMB,45.8
9/13/2023,8:00,PCOM AMB,90.1
9/13/2023,8:15,PCOM AMB,117.2
9/13/2023,8:30,PCOM AMB,140
9/13/2023,8:45,PCOM AMB,152.3
9/13/2023,9:00,PCOM AMB,207.3
9/13/2023,9:15,PCOM AMB,172.8
9/13/2023,9:30,PCOM AMB,124.6
9/13/2023,9:45,PCOM AMB,201.2
9/13/2023,10:00,PCOM AMB,274.4
9/13/2023,10:15,PCOM AMB,230.5
9/13/2023,10:30,PCOM AMB,144.5
9/13/2023,10:45,PCOM AMB,116.3
9/13/2023,11:00,PCOM AMB,140.9
9/13/2023,11:15,PCOM AMB,237.4
9/13/2023,11:30,PCOM AMB,239.8
9/13/2023,11:45,PCOM AMB,157.4
9/13/2023,12:00,PCOM AMB,182.5
9/13/2023,12:15,PCOM AMB,207
9/13/2023,12:30,PCOM AMB,232.8
9/13/2023,12:45,PCOM AMB,244.6
9/13/2023,13:00,PCOM AMB,187.8
9/13/2023,13:15,PCOM AMB,208.1
9/13/2023,13:30,PCOM AMB,248.6
9/13/2023,13:45,PCOM AMB,235.6
9/13/2023,14:00,PCOM AMB,189.3
9/13/2023,14:15,PCOM AMB,157.5
9/13/2023,14:30,PCOM AMB,126.2
9/13/2023,14:45,PCOM AMB,126.8
9/13/2023,15:00,PCOM AMB,126
9/13/2023,15:15,PCOM AMB,119.4
9/13/2023,15:30,PCOM AMB,98.3
9/13/2023,15:45,PCOM AMB,85.5
9/13/2023,16:00,PCOM AMB,54.9
9/13/2023,16:15,PCOM AMB,60.7
9/13/2023,16:30,PCOM AMB,54.5
9/13/2023,16:45,PCOM AMB,40.8
9/13/2023,17:00,PCOM AMB,40.3
9/13/2023,17:15,PCOM AMB,31.2
9/13/2023,17:30,PCOM AMB,23
9/13/2023,17:45,PCOM AMB,17
9/13/2023,18:00,PCOM AMB,12.1
9/13/2023,18:15,PCOM AMB,5.9
9/13/2023,18:30,PCOM AMB,3.9
9/13/2023,18:45,PCOM AMB,1.4
9/13/2023,19:00,PCOM AMB,0.1
9/13/2023,19:15,PCOM AMB,0
9/13/2023,19:30,PCOM AMB,0
9/13/2023,19:45,PCOM AMB,0
9/13/2023,20:00,PCOM AMB,0
9/13/2023,20:15,PCOM AMB,0
9/13/2023,20:30,PCOM AMB,0
9/13/2023,20:45,PCOM AMB,0
9/13/2023,21:00,PCOM AMB,0
9/13/2023,21:15,PCOM AMB,0
9/13/2023,21:30,PCOM AMB,0
9/13/2023,21:45,PCOM AMB,0
9/13/2023,22:00,PCOM AMB,0
9/13/2023,22:15,PCOM AMB,0
9/13/2023,22:30,PCOM AMB,0
9/13/2023,22:45,PCOM AMB,0
9/13/2023,23:00,PCOM AMB,0
9/13/2023,23:15,PCOM AMB,0
9/13/2023,23:30,PCOM AMB,0
9/13/2023,23:45,PCOM AMB,0
9/13/2023,0:00,PCOM AMB,0
9/14/2023,0:15,PCOM AMB,0
9/14/2023,0:30,PCOM AMB,0
9/14/2023,0:45,PCOM AMB,0
9/14/2023,1:00,PCOM AMB,0
9/14/2023,1:15,PCOM AMB,0
9/14/2023,1:30,PCOM AMB,0
9/14/2023,1:45,PCOM AMB,0
9/14/2023,2:00,PCOM AMB,0
9/14/2023,2:15,PCOM AMB,0
9/14/2023,2:30,PCOM AMB,0
9/14/2023,2:45,PCOM AMB,0
9/14/2023,3:00,PCOM AMB,0
9/14/2023,3:15,PCOM AMB,0
9/14/2023,3:30,PCOM AMB,0
9/14/2023,3:45,PCOM AMB,0
9/14/2023,4:00,PCOM AMB,0
9/14/2023,4:15,PCOM AMB,0
9/14/2023,4:30,PCOM AMB,0
9/14/2023,4:45,PCOM AMB,0
9/14/2023,5:00,PCOM AMB,0
9/14/2023,5:15,PCOM AMB,0
9/14/2023,5:30,PCOM AMB,0
9/14/2023,5:45,PCOM AMB,0
9/14/2023,6:00,PCOM AMB,0
9/14/2023,6:15,PCOM AMB,0.1
9/14/2023,6:30,PCOM AMB,1.2
9/14/2023,6:45,PCOM AMB,3.5
9/14/2023,7:00,PCOM AMB,21.7
9/14/2023,7:15,PCOM AMB,22.4
9/14/2023,7:30,PCOM AMB,33.4
9/14/2023,7:45,PCOM AMB,19.9
9/14/2023,8:00,PCOM AMB,38.9
9/14/2023,8:15,PCOM AMB,52.1
9/14/2023,8:30,PCOM AMB,59.6
9/14/2023,8:45,PCOM AMB,91.5
9/14/2023,9:00,PCOM AMB,155.1
9/14/2023,9:15,PCOM AMB,248.5
9/14/2023,9:30,PCOM AMB,280
9/14/2023,9:45,PCOM AMB,241.1
9/14/2023,10:00,PCOM AMB,364.2
9/14/2023,10:15,PCOM AMB,430.5
9/14/2023,10:30,PCOM AMB,464.4
9/14/2023,10:45,PCOM AMB,608.3
9/14/2023,11:00,PCOM AMB,611
9/14/2023,11:15,PCOM AMB,337.3
9/14/2023,11:30,PCOM AMB,345.2
9/14/2023,11:45,PCOM AMB,335.7
9/14/2023,12:00,PCOM AMB,345.9
9/14/2023,12:15,PCOM AMB,230.8
9/14/2023,12:30,PCOM AMB,179
9/14/2023,12:45,PCOM AMB,319.9
9/14/2023,13:00,PCOM AMB,170.1
9/14/2023,13:15,PCOM AMB,300.3
9/14/2023,13:30,PCOM AMB,121
9/14/2023,13:45,PCOM AMB,215
9/14/2023,14:00,PCOM AMB,130.8
9/14/2023,14:15,PCOM AMB,134.1
9/14/2023,14:30,PCOM AMB,145.9
9/14/2023,14:45,PCOM AMB,133.1
9/14/2023,15:00,PCOM AMB,106.8
9/14/2023,15:15,PCOM AMB,93.6
9/14/2023,15:30,PCOM AMB,81.1
9/14/2023,15:45,PCOM AMB,102.5
9/14/2023,16:00,PCOM AMB,55.1
9/14/2023,16:15,PCOM AMB,35
9/14/2023,16:30,PCOM AMB,48.8
9/14/2023,16:45,PCOM AMB,26.8
9/14/2023,17:00,PCOM AMB,22.3
9/14/2023,17:15,PCOM AMB,29.5
9/14/2023,17:30,PCOM AMB,20.3
9/14/2023,17:45,PCOM AMB,19.9
9/14/2023,18:00,PCOM AMB,13.5
9/14/2023,18:15,PCOM AMB,9.2
9/14/2023,18:30,PCOM AMB,3.2
9/14/2023,18:45,PCOM AMB,0.7
9/14/2023,19:00,PCOM AMB,0.1
9/14/2023,19:15,PCOM AMB,0
9/14/2023,19:30,PCOM AMB,0
9/14/2023,19:45,PCOM AMB,0
9/14/2023,20:00,PCOM AMB,0
9/14/2023,20:15,PCOM AMB,0
9/14/2023,20:30,PCOM AMB,0
9/14/2023,20:45,PCOM AMB,0
9/14/2023,21:00,PCOM AMB,0
9/14/2023,21:15,PCOM AMB,0
9/14/2023,21:30,PCOM AMB,0
9/14/2023,21:45,PCOM AMB,0
9/14/2023,22:00,PCOM AMB,0
9/14/2023,22:15,PCOM AMB,0
9/14/2023,22:30,PCOM AMB,0
9/14/2023,22:45,PCOM AMB,0
9/14/2023,23:00,PCOM AMB,0
9/14/2023,23:15,PCOM AMB,0
